Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,SoTA,PKA,PKsv,PKm,Cmp_Total,Att_Total,TotDist,PrgDist,TI,CK,SCA,GCA,Tkl_Defensive,TklW_Defensive,Blocks_Defensive,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Dribbles_Succ,Dribles_Att,Rec,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Season,Team
2018-09-29,15:00,Premier League,Matchweek 7,Sat,Home,W,2,0,Watford,1.4,2.8,63.0,60019,Petr Čech,4-2-3-1,Anthony Taylor,Match Report,,9.0,2.0,14.7,0.0,0,0,5.0,0,0,0,470.0,589.0,7600.0,2785.0,18.0,6.0,15.0,2.0,10.0,5.0,13.0,689.0,84.0,224.0,292.0,178.0,7.0,15.0,467.0,2,0,0,11.0,17.0,1.0,0.0,0.0,0,2018,Arsenal
2018-10-07,12:00,Premier League,Matchweek 8,Sun,Away,W,5,1,Fulham,1.1,1.4,52.0,25401,Granit Xhaka,4-4-2,Paul Tierney,Match Report,,9.0,7.0,16.6,0.0,0,0,4.0,0,0,0,430.0,545.0,7385.0,2907.0,24.0,2.0,18.0,10.0,21.0,14.0,14.0,664.0,77.0,249.0,300.0,118.0,8.0,14.0,427.0,0,0,0,12.0,11.0,1.0,0.0,0.0,0,2018,Arsenal
2018-10-22,20:00,Premier League,Matchweek 9,Mon,Home,W,3,1,Leicester City,2.7,0.5,68.0,59886,Mesut Özil,4-2-3-1,Chris Kavanagh,Match Report,,19.0,6.0,17.7,2.0,0,0,2.0,0,0,0,633.0,746.0,9925.0,3258.0,20.0,6.0,37.0,6.0,20.0,11.0,12.0,848.0,69.0,243.0,383.0,235.0,12.0,16.0,625.0,2,0,0,10.0,9.0,2.0,0.0,0.0,1,2018,Arsenal
2018-10-28,13:30,Premier League,Matchweek 10,Sun,Away,D,2,2,Crystal Palace,0.9,2.3,57.0,25718,Mesut Özil,4-2-3-1,Martin Atkinson,Match Report,,7.0,2.0,20.5,2.0,0,0,3.0,2,0,0,484.0,588.0,8240.0,2304.0,19.0,4.0,9.0,3.0,25.0,12.0,13.0,716.0,66.0,218.0,387.0,119.0,7.0,12.0,481.0,2,0,0,16.0,9.0,0.0,0.0,2.0,0,2018,Arsenal
2018-11-03,17:30,Premier League,Matchweek 11,Sat,Home,D,1,1,Liverpool,1.4,1.3,61.0,59993,Mesut Özil,4-2-3-1,Andre Marriner,Match Report,,12.0,4.0,15.3,0.0,0,0,4.0,0,0,0,539.0,643.0,9136.0,3043.0,28.0,5.0,24.0,2.0,20.0,11.0,11.0,758.0,62.0,228.0,358.0,179.0,5.0,11.0,536.0,1,0,0,7.0,7.0,7.0,0.0,0.0,0,2018,Arsenal
2018-11-11,16:30,Premier League,Matchweek 12,Sun,Home,D,1,1,Wolves,0.9,1.9,71.0,60030,Mesut Özil,4-2-3-1,Stuart Attwell,Match Report,,10.0,3.0,20.4,0.0,0,0,5.0,0,0,0,670.0,796.0,11088.0,3303.0,27.0,11.0,13.0,2.0,12.0,10.0,8.0,872.0,48.0,131.0,499.0,244.0,9.0,20.0,661.0,2,0,0,9.0,15.0,1.0,0.0,0.0,0,2018,Arsenal
2018-11-25,13:30,Premier League,Matchweek 13,Sun,Away,W,2,1,Bournemouth,1.6,0.6,58.0,10792,Granit Xhaka,3-4-3,Craig Pawson,Match Report,,20.0,4.0,17.8,0.0,0,0,5.0,0,0,0,497.0,628.0,7913.0,2656.0,25.0,8.0,31.0,2.0,20.0,15.0,17.0,738.0,71.0,202.0,319.0,223.0,3.0,8.0,492.0,1,0,0,9.0,6.0,2.0,0.0,0.0,0,2018,Arsenal
2018-12-02,14:05,Premier League,Matchweek 14,Sun,Home,W,4,2,Tottenham,2.7,1.2,59.0,59973,Granit Xhaka,3-4-3,Mike Dean,Match Report,,21.0,5.0,17.3,0.0,1,1,6.0,1,0,0,428.0,526.0,8495.0,2792.0,18.0,8.0,38.0,6.0,27.0,16.0,17.0,664.0,56.0,253.0,261.0,154.0,4.0,9.0,422.0,3,0,0,15.0,16.0,5.0,0.0,1.0,0,2018,Arsenal
2018-12-05,20:00,Premier League,Matchweek 15,Wed,Away,D,2,2,Manchester Utd,1.1,1.1,55.0,74507,Aaron Ramsey,3-4-3,Andre Marriner,Match Report,,9.0,4.0,16.2,0.0,0,0,7.0,0,0,0,478.0,590.0,7997.0,2523.0,22.0,4.0,15.0,1.0,12.0,6.0,5.0,686.0,68.0,232.0,299.0,159.0,9.0,11.0,468.0,3,0,0,10.0,13.0,3.0,0.0,0.0,0,2018,Arsenal
2018-12-08,15:00,Premier League,Matchweek 16,Sat,Home,W,1,0,Huddersfield,1.4,0.3,62.0,59893,Granit Xhaka,3-1-4-2,Paul Tierney,Match Report,,14.0,2.0,17.8,0.0,0,0,0.0,0,0,0,452.0,569.0,8092.0,2772.0,23.0,7.0,26.0,2.0,17.0,10.0,8.0,681.0,57.0,229.0,313.0,145.0,3.0,9.0,443.0,5,0,0,13.0,19.0,2.0,0.0,0.0,0,2018,Arsenal
2018-12-16,13:30,Premier League,Matchweek 17,Sun,Away,L,2,3,Southampton,1.9,1.3,66.0,29497,Laurent Koscielny,3-4-3,Chris Kavanagh,Match Report,,13.0,4.0,18.8,0.0,0,0,7.0,0,0,0,586.0,689.0,10625.0,3334.0,32.0,5.0,23.0,3.0,15.0,8.0,17.0,806.0,58.0,245.0,418.0,153.0,5.0,16.0,578.0,1,0,0,10.0,11.0,2.0,0.0,0.0,0,2018,Arsenal
2018-12-22,12:30,Premier League,Matchweek 18,Sat,Home,W,3,1,Burnley,1.6,1.2,60.0,59493,Mesut Özil,4-3-1-2,Kevin Friend,Match Report,,11.0,6.0,14.1,1.0,0,0,2.0,0,0,0,497.0,582.0,8619.0,2532.0,17.0,1.0,18.0,5.0,17.0,8.0,12.0,680.0,62.0,192.0,355.0,139.0,8.0,12.0,495.0,2,0,0,10.0,14.0,2.0,0.0,0.0,0,2018,Arsenal
2018-12-26,17:15,Premier League,Matchweek 19,Wed,Away,D,1,1,Brighton,0.8,1.1,67.0,30608,Laurent Koscielny,4-1-2-1-2◆,Anthony Taylor,Match Report,,7.0,4.0,19.4,0.0,0,0,3.0,0,0,0,656.0,750.0,10598.0,3183.0,18.0,9.0,13.0,1.0,7.0,6.0,10.0,833.0,64.0,200.0,466.0,173.0,9.0,14.0,654.0,1,0,0,4.0,10.0,1.0,0.0,0.0,0,2018,Arsenal
2018-12-29,17:30,Premier League,Matchweek 20,Sat,Away,L,1,5,Liverpool,1.0,3.8,52.0,53326,Aaron Ramsey,4-2-3-1,Michael Oliver,Match Report,,8.0,2.0,17.0,0.0,0,0,10.0,2,0,0,489.0,592.0,8330.0,2821.0,15.0,3.0,15.0,3.0,17.0,11.0,6.0,680.0,73.0,224.0,343.0,116.0,7.0,14.0,481.0,2,0,0,13.0,7.0,5.0,0.0,2.0,0,2018,Arsenal
2019-01-01,15:00,Premier League,Matchweek 21,Tue,Home,W,4,1,Fulham,4.5,1.4,60.0,59887,Laurent Koscielny,3-4-3,Graham Scott,Match Report,,16.0,8.0,12.0,0.0,0,0,4.0,0,0,0,463.0,597.0,7831.0,2949.0,26.0,8.0,28.0,6.0,15.0,10.0,8.0,703.0,62.0,220.0,284.0,200.0,13.0,21.0,455.0,0,0,0,7.0,12.0,4.0,0.0,0.0,0,2018,Arsenal
2019-01-12,12:30,Premier League,Matchweek 22,Sat,Away,L,0,1,West Ham,0.7,0.6,58.0,59946,Laurent Koscielny,3-4-3,Jonathan Moss,Match Report,,11.0,2.0,17.2,0.0,0,0,3.0,0,0,0,510.0,595.0,9041.0,2984.0,20.0,3.0,19.0,0.0,16.0,8.0,7.0,672.0,69.0,227.0,314.0,140.0,14.0,19.0,504.0,2,0,0,10.0,7.0,3.0,0.0,0.0,0,2018,Arsenal
2019-01-19,17:30,Premier League,Matchweek 23,Sat,Home,W,2,0,Chelsea,1.5,0.9,36.0,59979,Laurent Koscielny,4-1-2-1-2◆,Anthony Taylor,Match Report,,13.0,5.0,12.7,0.0,0,0,1.0,0,0,0,299.0,395.0,5650.0,2224.0,19.0,5.0,24.0,4.0,35.0,22.0,7.0,542.0,91.0,263.0,153.0,130.0,8.0,12.0,298.0,0,0,0,13.0,15.0,1.0,0.0,0.0,0,2018,Arsenal
2019-01-29,19:45,Premier League,Matchweek 24,Tue,Home,W,2,1,Cardiff City,2.6,0.8,70.0,59933,Mesut Özil,4-3-1-2,Mike Dean,Match Report,,14.0,3.0,16.9,0.0,1,1,2.0,0,0,0,537.0,631.0,7994.0,3020.0,25.0,4.0,30.0,4.0,13.0,8.0,11.0,747.0,65.0,177.0,326.0,245.0,7.0,8.0,529.0,3,0,0,14.0,12.0,0.0,1.0,0.0,0,2018,Arsenal
2019-02-03,16:30,Premier League,Matchweek 25,Sun,Away,L,1,3,Manchester City,0.7,2.7,41.0,54483,Laurent Koscielny,4-4-2,Martin Atkinson,Match Report,,4.0,2.0,18.6,0.0,0,0,12.0,0,0,0,360.0,465.0,5745.0,1752.0,20.0,2.0,7.0,2.0,9.0,5.0,11.0,555.0,84.0,214.0,268.0,78.0,10.0,14.0,356.0,1,0,0,8.0,10.0,0.0,0.0,0.0,0,2018,Arsenal
2019-02-09,15:00,Premier League,Matchweek 26,Sat,Away,W,2,1,Huddersfield,1.4,1.6,45.0,24182,Laurent Koscielny,3-4-3,Jonathan Moss,Match Report,,9.0,4.0,12.6,0.0,0,0,6.0,0,0,0,326.0,447.0,6043.0,2567.0,24.0,0.0,14.0,4.0,18.0,14.0,14.0,581.0,73.0,246.0,263.0,78.0,10.0,19.0,322.0,2,0,0,12.0,16.0,1.0,0.0,0.0,0,2018,Arsenal
2019-02-24,14:05,Premier League,Matchweek 27,Sun,Home,W,2,0,Southampton,2.1,0.8,62.0,59877,Aaron Ramsey,4-2-3-1,Graham Scott,Match Report,,12.0,4.0,14.1,0.0,0,0,4.0,0,0,0,522.0,648.0,8967.0,2922.0,39.0,6.0,19.0,1.0,14.0,9.0,16.0,776.0,69.0,247.0,350.0,183.0,14.0,19.0,511.0,0,0,0,7.0,14.0,3.0,0.0,0.0,0,2018,Arsenal
2019-02-27,19:45,Premier League,Matchweek 28,Wed,Home,W,5,1,Bournemouth,2.5,0.9,64.0,59618,Laurent Koscielny,3-4-3,Chris Kavanagh,Match Report,,16.0,7.0,15.3,1.0,0,0,5.0,0,0,0,606.0,694.0,10068.0,2885.0,21.0,9.0,30.0,10.0,7.0,6.0,15.0,789.0,61.0,237.0,339.0,218.0,5.0,10.0,605.0,2,0,0,11.0,8.0,4.0,0.0,0.0,0,2018,Arsenal
2019-03-02,12:30,Premier League,Matchweek 29,Sat,Away,D,1,1,Tottenham,2.6,1.6,40.0,81332,Laurent Koscielny,4-2-3-1,Anthony Taylor,Match Report,,8.0,2.0,15.4,0.0,0,1,3.0,1,0,0,223.0,371.0,4042.0,1867.0,20.0,4.0,18.0,2.0,23.0,11.0,14.0,474.0,53.0,181.0,202.0,96.0,9.0,18.0,218.0,2,1,0,14.0,15.0,1.0,1.0,1.0,0,2018,Arsenal
2019-03-10,16:30,Premier League,Matchweek 30,Sun,Home,W,2,0,Manchester Utd,1.7,2.3,46.0,60000,Laurent Koscielny,3-4-1-2,Jonathan Moss,Match Report,,13.0,1.0,19.4,0.0,1,1,4.0,0,0,0,326.0,436.0,5548.0,2185.0,19.0,5.0,23.0,4.0,17.0,8.0,12.0,543.0,67.0,175.0,245.0,129.0,4.0,9.0,325.0,2,0,0,12.0,18.0,5.0,1.0,0.0,0,2018,Arsenal
2019-04-01,20:00,Premier League,Matchweek 32,Mon,Home,W,2,0,Newcastle Utd,0.8,0.1,70.0,59869,Aaron Ramsey,3-4-3,Anthony Taylor,Match Report,,7.0,3.0,15.6,0.0,0,0,1.0,0,0,0,637.0,754.0,9917.0,3179.0,27.0,6.0,11.0,2.0,13.0,10.0,8.0,841.0,41.0,181.0,441.0,230.0,6.0,16.0,632.0,2,0,0,11.0,10.0,2.0,0.0,0.0,0,2018,Arsenal
2019-04-07,14:05,Premier League,Matchweek 33,Sun,Away,L,0,1,Everton,0.3,2.4,57.0,39400,Mesut Özil,3-4-3,Kevin Friend,Match Report,,7.0,2.0,15.4,0.0,0,0,6.0,0,0,0,440.0,561.0,7769.0,2583.0,21.0,6.0,13.0,0.0,21.0,15.0,18.0,679.0,83.0,283.0,267.0,133.0,14.0,23.0,434.0,4,0,0,9.0,8.0,2.0,0.0,0.0,0,2018,Arsenal
2019-04-15,20:00,Premier League,Matchweek 34,Mon,Away,W,1,0,Watford,2.3,1.0,65.0,20480,Laurent Koscielny,4-2-3-1,Craig Pawson,Match Report,,19.0,5.0,17.0,0.0,0,0,2.0,0,0,0,591.0,690.0,9853.0,3045.0,11.0,4.0,33.0,0.0,12.0,6.0,12.0,803.0,64.0,165.0,451.0,193.0,3.0,9.0,585.0,0,0,0,8.0,12.0,4.0,0.0,0.0,0,2018,Arsenal
2019-04-21,16:00,Premier League,Matchweek 35,Sun,Home,L,2,3,Crystal Palace,1.2,1.6,72.0,59929,Laurent Koscielny,3-4-1-2,Jonathan Moss,Match Report,,12.0,5.0,14.9,0.0,0,0,7.0,0,0,0,616.0,718.0,10479.0,3072.0,27.0,8.0,22.0,2.0,15.0,7.0,9.0,823.0,30.0,127.0,393.0,311.0,17.0,24.0,611.0,4,0,0,15.0,12.0,1.0,0.0,0.0,0,2018,Arsenal
2019-04-24,19:45,Premier League,Matchweek 31,Wed,Away,L,1,3,Wolves,0.8,1.2,70.0,31436,Laurent Koscielny,4-2-3-1,Stuart Attwell,Match Report,,11.0,1.0,20.0,1.0,0,0,3.0,0,0,0,642.0,734.0,10545.0,3116.0,23.0,5.0,18.0,1.0,7.0,4.0,7.0,804.0,24.0,113.0,436.0,258.0,10.0,13.0,637.0,3,0,0,9.0,12.0,3.0,0.0,0.0,0,2018,Arsenal
2019-04-28,12:00,Premier League,Matchweek 36,Sun,Away,L,0,3,Leicester City,0.6,3.3,34.0,32037,Granit Xhaka,4-4-2,Michael Oliver,Match Report,,6.0,1.0,14.9,0.0,0,0,12.0,0,0,0,211.0,332.0,3906.0,1948.0,16.0,6.0,11.0,0.0,16.0,8.0,16.0,454.0,73.0,194.0,185.0,84.0,7.0,18.0,207.0,3,1,1,13.0,12.0,3.0,0.0,0.0,0,2018,Arsenal
2019-05-05,16:30,Premier League,Matchweek 37,Sun,Home,D,1,1,Brighton,2.4,1.9,70.0,59965,Mesut Özil,4-3-1-2,Anthony Taylor,Match Report,,19.0,6.0,18.7,2.0,1,1,5.0,1,0,0,523.0,636.0,8508.0,2638.0,24.0,16.0,37.0,2.0,11.0,7.0,7.0,739.0,50.0,139.0,327.0,277.0,15.0,23.0,519.0,5,0,0,9.0,13.0,2.0,1.0,1.0,0,2018,Arsenal
2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,W,3,1,Burnley,2.7,1.7,60.0,21461,Nacho Monreal,4-2-3-1,Mike Dean,Match Report,,17.0,6.0,15.8,0.0,0,0,4.0,0,0,0,484.0,583.0,8407.0,2892.0,20.0,5.0,27.0,4.0,11.0,7.0,4.0,679.0,74.0,260.0,260.0,165.0,5.0,12.0,482.0,1,0,0,3.0,10.0,0.0,0.0,0.0,0,2018,Arsenal
2018-08-10,20:00,Premier League,Matchweek 1,Fri,Home,W,2,1,Leicester City,1.5,1.8,47.0,74439,Paul Pogba,4-3-3,Andre Marriner,Match Report,,7.0,5.0,20.8,0.0,1,1,4.0,0,0,0,418.0,522.0,6673.0,2221.0,20.0,2.0,14.0,3.0,26.0,13.0,15.0,650.0,71.0,222.0,332.0,103.0,11.0,14.0,415.0,2,0,0,11.0,7.0,4.0,0.0,0.0,0,2018,Manchester United
2018-08-19,16:00,Premier League,Matchweek 2,Sun,Away,L,2,3,Brighton,1.4,1.7,66.0,30592,Paul Pogba,4-3-3,Kevin Friend,Match Report,,8.0,2.0,20.8,0.0,1,1,3.0,1,0,0,515.0,621.0,8921.0,2949.0,27.0,5.0,17.0,3.0,12.0,5.0,7.0,723.0,43.0,214.0,403.0,112.0,8.0,20.0,511.0,1,0,0,13.0,16.0,2.0,1.0,1.0,0,2018,Manchester United
2018-08-27,20:00,Premier League,Matchweek 3,Mon,Home,L,0,3,Tottenham,1.5,1.2,57.0,74400,Antonio Valencia,3-5-1-1,Craig Pawson,Match Report,,23.0,5.0,18.2,1.0,0,0,5.0,0,0,0,413.0,549.0,7888.0,3147.0,29.0,5.0,45.0,0.0,11.0,6.0,15.0,656.0,51.0,174.0,323.0,165.0,7.0,11.0,408.0,2,0,0,11.0,16.0,2.0,0.0,0.0,0,2018,Manchester United
2018-09-02,16:00,Premier League,Matchweek 4,Sun,Away,W,2,0,Burnley,2.5,0.8,53.0,21525,Antonio Valencia,4-3-3,Jonathan Moss,Match Report,,20.0,8.0,18.4,0.0,0,1,2.0,0,0,0,464.0,555.0,7913.0,2556.0,18.0,5.0,38.0,3.0,6.0,3.0,6.0,653.0,55.0,164.0,325.0,171.0,6.0,10.0,458.0,3,1,0,13.0,7.0,1.0,1.0,0.0,0,2018,Manchester United
2018-09-15,17:30,Premier League,Matchweek 5,Sat,Away,W,2,1,Watford,1.9,1.3,57.0,20537,Antonio Valencia,4-3-3,Mike Dean,Match Report,,9.0,6.0,15.0,0.0,0,0,5.0,0,0,0,440.0,562.0,8272.0,2965.0,16.0,8.0,17.0,4.0,11.0,6.0,14.0,668.0,64.0,195.0,320.0,156.0,4.0,13.0,434.0,3,1,1,11.0,8.0,4.0,0.0,0.0,0,2018,Manchester United
2018-09-22,15:00,Premier League,Matchweek 6,Sat,Home,D,1,1,Wolves,0.6,1.0,64.0,74489,Antonio Valencia,4-3-3,Kevin Friend,Match Report,,15.0,6.0,24.2,3.0,0,0,8.0,0,0,0,617.0,740.0,10383.0,3367.0,27.0,5.0,27.0,2.0,16.0,11.0,6.0,826.0,58.0,171.0,451.0,206.0,8.0,11.0,616.0,1,0,0,5.0,16.0,3.0,0.0,0.0,0,2018,Manchester United
2018-09-29,12:30,Premier League,Matchweek 7,Sat,Away,L,1,3,West Ham,0.7,1.4,52.0,56938,Ashley Young,5-3-2,Michael Oliver,Match Report,,9.0,4.0,19.4,1.0,0,0,3.0,0,0,0,427.0,525.0,6938.0,2373.0,26.0,9.0,18.0,2.0,9.0,7.0,8.0,612.0,40.0,111.0,340.0,171.0,7.0,21.0,424.0,1,0,0,12.0,12.0,4.0,0.0,0.0,1,2018,Manchester United
2018-10-06,17:30,Premier League,Matchweek 8,Sat,Home,W,3,2,Newcastle Utd,1.9,1.6,72.0,74519,Ashley Young,4-3-3,Anthony Taylor,Match Report,,18.0,10.0,17.2,1.0,0,0,8.0,0,0,0,558.0,694.0,9748.0,3354.0,32.0,10.0,34.0,6.0,11.0,8.0,5.0,798.0,48.0,182.0,392.0,228.0,7.0,12.0,553.0,2,0,0,16.0,8.0,1.0,0.0,0.0,0,2018,Manchester United
2018-10-20,12:30,Premier League,Matchweek 9,Sat,Away,D,2,2,Chelsea,0.8,1.8,38.0,40721,Ashley Young,4-2-3-1,Mike Dean,Match Report,,7.0,4.0,15.7,0.0,0,0,6.0,0,0,0,301.0,403.0,5297.0,2236.0,18.0,3.0,13.0,3.0,21.0,14.0,9.0,507.0,73.0,189.0,217.0,112.0,10.0,13.0,299.0,5,0,0,17.0,9.0,1.0,0.0,0.0,0,2018,Manchester United
2018-10-28,16:00,Premier League,Matchweek 10,Sun,Home,W,2,1,Everton,2.3,1.8,54.0,74525,Ashley Young,4-3-3,Jonathan Moss,Match Report,,13.0,9.0,19.8,0.0,0,1,6.0,1,0,0,417.0,538.0,6901.0,2427.0,22.0,8.0,25.0,3.0,15.0,9.0,8.0,614.0,48.0,143.0,345.0,130.0,4.0,8.0,416.0,2,0,0,15.0,12.0,7.0,1.0,1.0,0,2018,Manchester United
2018-11-03,12:30,Premier League,Matchweek 11,Sat,Away,W,2,1,Bournemouth,3.0,1.6,51.0,10792,Ashley Young,4-3-3,Paul Tierney,Match Report,,18.0,6.0,16.1,1.0,0,0,7.0,0,0,0,371.0,485.0,6310.0,2492.0,19.0,5.0,32.0,4.0,17.0,9.0,17.0,617.0,71.0,179.0,290.0,152.0,6.0,18.0,364.0,3,0,0,12.0,11.0,5.0,0.0,0.0,0,2018,Manchester United
2018-11-11,16:30,Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester City,1.1,1.9,35.0,54316,Ashley Young,4-3-3,Anthony Taylor,Match Report,,5.0,0.0,19.5,0.0,1,1,5.0,0,0,0,335.0,409.0,5979.0,2529.0,14.0,1.0,12.0,2.0,18.0,9.0,21.0,527.0,73.0,182.0,247.0,104.0,4.0,11.0,333.0,1,0,0,12.0,12.0,0.0,1.0,0.0,0,2018,Manchester United
2018-11-24,15:00,Premier League,Matchweek 13,Sat,Home,D,0,0,Crystal Palace,0.9,1.2,59.0,74516,Ashley Young,4-3-3,Lee Mason,Match Report,,12.0,5.0,16.5,0.0,0,0,2.0,0,0,0,450.0,568.0,7879.0,3185.0,22.0,10.0,26.0,0.0,23.0,13.0,10.0,676.0,50.0,138.0,338.0,201.0,3.0,9.0,447.0,1,0,0,13.0,11.0,2.0,0.0,0.0,0,2018,Manchester United
2018-12-01,17:30,Premier League,Matchweek 14,Sat,Away,D,2,2,Southampton,1.1,0.7,60.0,30187,Ashley Young,5-3-2,Kevin Friend,Match Report,,11.0,5.0,17.9,0.0,0,0,6.0,0,0,0,470.0,580.0,7812.0,2580.0,27.0,5.0,18.0,4.0,24.0,14.0,8.0,684.0,52.0,175.0,402.0,109.0,10.0,15.0,464.0,4,0,0,13.0,12.0,2.0,0.0,0.0,0,2018,Manchester United
2018-12-05,20:00,Premier League,Matchweek 15,Wed,Home,D,2,2,Arsenal,1.1,1.1,45.0,74507,Chris Smalling,3-4-1-2,Andre Marriner,Match Report,,10.0,7.0,20.7,1.0,0,0,4.0,0,0,0,380.0,483.0,6742.0,2031.0,22.0,4.0,20.0,4.0,15.0,8.0,16.0,601.0,63.0,158.0,312.0,133.0,7.0,10.0,377.0,3,0,0,13.0,10.0,2.0,0.0,0.0,1,2018,Manchester United
2018-12-08,15:00,Premier League,Matchweek 16,Sat,Home,W,4,1,Fulham,2.3,1.2,62.0,74523,Ashley Young,4-2-3-1,Lee Probert,Match Report,,20.0,11.0,17.3,1.0,0,0,4.0,1,0,0,567.0,680.0,9630.0,3073.0,20.0,10.0,36.0,8.0,15.0,6.0,6.0,802.0,61.0,241.0,370.0,198.0,10.0,21.0,561.0,1,0,0,11.0,14.0,4.0,0.0,1.0,0,2018,Manchester United
2018-12-16,16:00,Premier League,Matchweek 17,Sun,Away,L,1,3,Liverpool,0.7,2.5,36.0,52908,Ashley Young,4-4-1-1,Martin Atkinson,Match Report,,6.0,2.0,21.4,0.0,0,0,10.0,0,0,0,228.0,350.0,3866.0,1929.0,17.0,2.0,14.0,2.0,27.0,15.0,32.0,513.0,102.0,225.0,208.0,84.0,8.0,14.0,227.0,2,0,0,14.0,6.0,3.0,0.0,0.0,0,2018,Manchester United
2018-12-22,17:30,Premier League,Matchweek 18,Sat,Away,W,5,1,Cardiff City,2.8,1.4,73.0,33028,Ashley Young,4-3-3,Michael Oliver,Match Report,,16.0,8.0,20.0,1.0,1,1,3.0,1,0,0,573.0,671.0,7780.0,2747.0,21.0,7.0,30.0,10.0,17.0,12.0,5.0,758.0,53.0,187.0,403.0,177.0,10.0,17.0,567.0,1,0,0,13.0,13.0,0.0,1.0,1.0,0,2018,Manchester United
2018-12-26,15:00,Premier League,Matchweek 19,Wed,Home,W,3,1,Huddersfield,1.5,1.1,64.0,74523,David de Gea,4-2-3-1,Jonathan Moss,Match Report,,16.0,10.0,20.1,2.0,0,0,2.0,0,0,0,565.0,687.0,9434.0,3174.0,32.0,5.0,28.0,5.0,14.0,6.0,8.0,788.0,62.0,152.0,442.0,199.0,10.0,21.0,562.0,1,0,0,9.0,13.0,1.0,0.0,0.0,0,2018,Manchester United
2018-12-30,16:30,Premier League,Matchweek 20,Sun,Home,W,4,1,Bournemouth,2.9,0.5,65.0,74556,Ashley Young,4-2-3-1,Lee Mason,Match Report,,11.0,8.0,13.5,0.0,0,0,3.0,0,0,0,645.0,723.0,10210.0,3294.0,21.0,4.0,21.0,8.0,12.0,9.0,14.0,823.0,53.0,198.0,448.0,183.0,7.0,12.0,640.0,2,1,0,10.0,7.0,6.0,0.0,0.0,0,2018,Manchester United
2019-01-02,20:00,Premier League,Matchweek 21,Wed,Away,W,2,0,Newcastle Utd,2.6,0.7,64.0,52217,Antonio Valencia,4-2-3-1,Andre Marriner,Match Report,,16.0,7.0,18.6,3.0,0,0,3.0,0,0,0,623.0,722.0,9712.0,3206.0,24.0,2.0,30.0,3.0,15.0,10.0,12.0,830.0,57.0,175.0,516.0,144.0,9.0,13.0,614.0,2,0,0,9.0,10.0,0.0,0.0,0.0,0,2018,Manchester United
2019-01-13,16:30,Premier League,Matchweek 22,Sun,Away,W,1,0,Tottenham,0.8,1.8,39.0,80062,Ashley Young,4-1-2-1-2◆,Mike Dean,Match Report,,13.0,8.0,18.6,0.0,0,0,11.0,0,0,0,294.0,399.0,5214.0,2217.0,21.0,4.0,24.0,2.0,15.0,8.0,13.0,516.0,84.0,175.0,234.0,114.0,14.0,19.0,291.0,2,0,0,8.0,8.0,1.0,0.0,0.0,0,2018,Manchester United
2019-01-19,15:00,Premier League,Matchweek 23,Sat,Home,W,2,1,Brighton,2.4,0.8,56.0,74532,Ashley Young,4-3-3,Paul Tierney,Match Report,,19.0,4.0,18.5,2.0,1,1,3.0,0,0,0,457.0,551.0,6852.0,2508.0,20.0,6.0,38.0,4.0,12.0,9.0,12.0,643.0,47.0,158.0,331.0,159.0,8.0,15.0,450.0,1,0,0,11.0,11.0,1.0,1.0,0.0,0,2018,Manchester United
2019-01-29,20:00,Premier League,Matchweek 24,Tue,Home,D,2,2,Burnley,3.1,0.8,73.0,74529,Ashley Young,4-1-4-1,Jonathan Moss,Match Report,,27.0,8.0,17.4,1.0,1,1,4.0,0,0,0,600.0,713.0,10312.0,3216.0,24.0,11.0,49.0,2.0,3.0,2.0,7.0,808.0,44.0,215.0,310.0,285.0,6.0,9.0,595.0,1,0,0,10.0,8.0,2.0,1.0,0.0,0,2018,Manchester United
2019-02-03,14:05,Premier League,Matchweek 25,Sun,Away,W,1,0,Leicester City,1.3,1.5,55.0,32148,Ashley Young,4-2-2-2,Mike Dean,Match Report,,10.0,6.0,16.0,0.0,0,0,6.0,0,0,0,465.0,579.0,7959.0,2884.0,30.0,2.0,17.0,1.0,16.0,11.0,13.0,689.0,60.0,169.0,359.0,167.0,17.0,20.0,458.0,4,0,0,9.0,12.0,1.0,0.0,0.0,0,2018,Manchester United
2019-02-09,12:30,Premier League,Matchweek 26,Sat,Away,W,3,0,Fulham,1.9,2.2,49.0,25001,David de Gea,4-3-3,Paul Tierney,Match Report,,14.0,6.0,18.1,0.0,1,1,3.0,0,0,0,402.0,529.0,6925.0,2865.0,20.0,4.0,24.0,6.0,11.0,4.0,18.0,644.0,69.0,177.0,294.0,182.0,14.0,18.0,397.0,2,0,0,9.0,14.0,3.0,1.0,0.0,0,2018,Manchester United
