Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,SoTA,PKA,PKsv,PKm,Cmp_Total,Att_Total,TotDist,PrgDist,TI,CK,SCA,GCA,Tkl_Defensive,TklW_Defensive,Blocks_Defensive,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Dribbles_Succ,Dribles_Att,Rec,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Season,Team
2018-11-04,15:00,Premier League,Matchweek 11,Sun,Home,W,6,1,Southampton,2.2,2.0,66.0,53916,David Silva,4-3-3,Lee Mason,Match Report,,18.0,8.0,15.7,1.0,0,0,6.0,1,0,0,683.0,756.0,10513.0,3191.0,9.0,4.0,33.0,10.0,12.0,7.0,11.0,872.0,62.0,204.0,398.0,276.0,15.0,22.0,680.0,1,0,0,14.0,9.0,1.0,0.0,1.0,0,2018,Manchester City
2018-11-11,16:30,Premier League,Matchweek 12,Sun,Home,W,3,1,Manchester Utd,1.9,1.1,65.0,54316,David Silva,4-3-3,Anthony Taylor,Match Report,,17.0,5.0,18.8,0.0,0,0,1.0,1,0,0,668.0,750.0,10464.0,3023.0,19.0,5.0,33.0,6.0,13.0,12.0,11.0,843.0,42.0,150.0,453.0,250.0,11.0,18.0,662.0,1,0,0,12.0,11.0,0.0,0.0,1.0,0,2018,Manchester City
2018-11-24,15:00,Premier League,Matchweek 13,Sat,Away,W,4,0,West Ham,2.7,0.9,69.0,56886,David Silva,4-3-3,Andre Marriner,Match Report,,9.0,6.0,10.5,0.0,0,0,1.0,0,0,0,763.0,862.0,11062.0,3292.0,13.0,1.0,15.0,8.0,13.0,10.0,11.0,975.0,73.0,222.0,574.0,183.0,10.0,19.0,759.0,0,0,0,3.0,6.0,3.0,0.0,0.0,0,2018,Manchester City
2018-12-01,15:00,Premier League,Matchweek 14,Sat,Home,W,3,1,Bournemouth,2.6,0.6,72.0,54409,Fernandinho,4-3-3,Stuart Attwell,Match Report,,16.0,6.0,14.7,0.0,0,0,1.0,0,0,0,738.0,826.0,12408.0,3205.0,18.0,8.0,30.0,5.0,14.0,12.0,6.0,928.0,52.0,184.0,520.0,231.0,12.0,15.0,735.0,0,0,0,9.0,3.0,2.0,0.0,0.0,0,2018,Manchester City
2018-12-04,20:00,Premier League,Matchweek 15,Tue,Away,W,2,1,Watford,2.5,1.8,70.0,20389,Vincent Kompany,4-3-3,Paul Tierney,Match Report,,15.0,7.0,14.8,0.0,0,0,6.0,0,0,0,654.0,763.0,10372.0,3135.0,15.0,11.0,24.0,4.0,16.0,11.0,14.0,869.0,66.0,206.0,427.0,244.0,9.0,17.0,647.0,1,0,0,8.0,4.0,6.0,0.0,0.0,0,2018,Manchester City
2018-12-08,17:30,Premier League,Matchweek 16,Sat,Away,L,0,2,Chelsea,0.9,0.6,61.0,40571,David Silva,4-3-3,Michael Oliver,Match Report,,14.0,4.0,19.7,1.0,0,0,5.0,0,0,0,591.0,690.0,10862.0,2805.0,23.0,13.0,25.0,0.0,19.0,15.0,13.0,791.0,47.0,192.0,406.0,200.0,16.0,25.0,586.0,0,0,0,11.0,11.0,2.0,0.0,0.0,0,2018,Manchester City
2018-12-15,12:30,Premier League,Matchweek 17,Sat,Home,W,3,1,Everton,1.7,1.5,67.0,54173,Fernandinho,4-3-3,Craig Pawson,Match Report,,13.0,5.0,16.5,0.0,0,0,2.0,0,0,0,646.0,756.0,10238.0,3005.0,29.0,6.0,24.0,6.0,15.0,11.0,4.0,830.0,56.0,173.0,470.0,192.0,4.0,6.0,642.0,1,0,0,7.0,9.0,3.0,0.0,0.0,0,2018,Manchester City
2018-12-22,15:00,Premier League,Matchweek 18,Sat,Home,L,2,3,Crystal Palace,1.5,0.9,78.0,54340,Fabian Delph,4-3-3,Andre Marriner,Match Report,,19.0,5.0,18.5,1.0,0,0,3.0,1,0,0,688.0,807.0,11722.0,3015.0,24.0,13.0,35.0,4.0,17.0,7.0,7.0,898.0,16.0,71.0,456.0,381.0,10.0,24.0,680.0,0,0,0,7.0,6.0,2.0,0.0,1.0,0,2018,Manchester City
2018-12-26,15:00,Premier League,Matchweek 19,Wed,Away,L,1,2,Leicester City,1.4,1.3,66.0,32090,Sergio Agüero,4-3-3,Mike Dean,Match Report,,11.0,4.0,18.7,0.0,0,0,5.0,0,0,0,561.0,681.0,9253.0,2999.0,26.0,7.0,21.0,2.0,18.0,9.0,6.0,775.0,43.0,132.0,383.0,266.0,11.0,19.0,555.0,2,1,0,8.0,5.0,3.0,0.0,0.0,0,2018,Manchester City
2018-12-30,14:15,Premier League,Matchweek 20,Sun,Away,W,3,1,Southampton,2.5,0.2,76.0,31381,Vincent Kompany,4-3-3,Paul Tierney,Match Report,,14.0,6.0,12.8,0.0,0,0,4.0,0,0,0,731.0,834.0,11759.0,3220.0,27.0,8.0,27.0,4.0,12.0,9.0,2.0,925.0,55.0,168.0,519.0,246.0,14.0,28.0,724.0,3,0,0,10.0,11.0,2.0,0.0,0.0,0,2018,Manchester City
2019-01-03,20:00,Premier League,Matchweek 21,Thu,Home,W,2,1,Liverpool,1.1,1.5,49.0,54511,Vincent Kompany,4-3-3,Anthony Taylor,Match Report,,9.0,4.0,21.8,0.0,0,0,4.0,0,0,0,493.0,617.0,8690.0,2652.0,23.0,2.0,12.0,4.0,14.0,11.0,8.0,731.0,66.0,228.0,386.0,122.0,8.0,21.0,490.0,4,0,0,12.0,6.0,2.0,0.0,0.0,0,2018,Manchester City
2019-01-14,20:00,Premier League,Matchweek 22,Mon,Home,W,3,0,Wolves,2.8,0.1,76.0,54171,David Silva,4-3-3,Craig Pawson,Match Report,,23.0,8.0,20.3,0.0,1,1,0.0,0,0,0,826.0,924.0,12793.0,3497.0,15.0,12.0,47.0,4.0,10.0,8.0,6.0,1020.0,29.0,84.0,457.0,482.0,12.0,21.0,818.0,1,0,0,6.0,3.0,3.0,1.0,0.0,0,2018,Manchester City
2019-01-20,13:30,Premier League,Matchweek 23,Sun,Away,W,3,0,Huddersfield,2.0,0.9,67.0,24190,Fernandinho,4-3-3,Andre Marriner,Match Report,,12.0,4.0,13.8,0.0,0,0,2.0,0,0,0,672.0,774.0,11400.0,3561.0,20.0,4.0,24.0,6.0,13.0,10.0,4.0,875.0,54.0,167.0,509.0,206.0,15.0,20.0,668.0,2,0,0,9.0,10.0,2.0,0.0,0.0,0,2018,Manchester City
2019-01-29,20:00,Premier League,Matchweek 24,Tue,Away,L,1,2,Newcastle Utd,1.4,1.1,75.0,50861,David Silva,4-3-3,Paul Tierney,Match Report,,12.0,3.0,16.2,1.0,0,0,2.0,1,0,0,710.0,821.0,11065.0,3016.0,23.0,8.0,19.0,2.0,22.0,11.0,8.0,916.0,43.0,163.0,511.0,245.0,15.0,23.0,708.0,3,0,0,7.0,9.0,5.0,0.0,1.0,0,2018,Manchester City
2019-02-03,16:30,Premier League,Matchweek 25,Sun,Home,W,3,1,Arsenal,2.7,0.7,59.0,54483,David Silva,4-3-3,Martin Atkinson,Match Report,,19.0,12.0,17.5,1.0,0,0,2.0,0,0,0,562.0,660.0,9103.0,2492.0,20.0,4.0,31.0,5.0,13.0,7.0,14.0,768.0,29.0,130.0,403.0,242.0,19.0,25.0,556.0,1,0,0,11.0,7.0,5.0,0.0,0.0,0,2018,Manchester City
2019-02-06,19:45,Premier League,Matchweek 27,Wed,Away,W,2,0,Everton,2.2,0.1,61.0,39322,David Silva,4-3-3,Craig Pawson,Match Report,,15.0,4.0,13.3,0.0,0,0,1.0,0,0,0,492.0,589.0,8529.0,2637.0,23.0,6.0,24.0,3.0,20.0,9.0,15.0,720.0,60.0,207.0,348.0,176.0,11.0,19.0,481.0,1,0,0,6.0,12.0,5.0,0.0,0.0,0,2018,Manchester City
2019-02-10,16:00,Premier League,Matchweek 26,Sun,Home,W,6,0,Chelsea,3.0,0.9,56.0,54452,Fernandinho,4-3-3,Mike Dean,Match Report,,14.0,8.0,16.5,1.0,1,1,4.0,0,0,0,655.0,710.0,10924.0,3134.0,13.0,2.0,26.0,8.0,12.0,6.0,13.0,807.0,97.0,286.0,372.0,157.0,11.0,20.0,652.0,1,0,0,9.0,12.0,2.0,1.0,0.0,0,2018,Manchester City
2019-02-27,20:00,Premier League,Matchweek 28,Wed,Home,W,1,0,West Ham,3.5,0.4,75.0,53528,Vincent Kompany,4-3-3,Stuart Attwell,Match Report,,19.0,5.0,15.8,0.0,1,1,1.0,0,0,0,716.0,846.0,11207.0,3231.0,27.0,13.0,34.0,2.0,14.0,10.0,13.0,933.0,43.0,173.0,418.0,349.0,11.0,16.0,710.0,0,0,0,2.0,6.0,7.0,1.0,0.0,0,2018,Manchester City
2019-03-02,15:00,Premier League,Matchweek 29,Sat,Away,W,1,0,Bournemouth,1.2,0.0,81.0,10699,David Silva,4-3-3,Kevin Friend,Match Report,,23.0,7.0,17.9,0.0,0,0,0.0,0,0,0,762.0,864.0,12105.0,3226.0,22.0,14.0,37.0,1.0,9.0,4.0,6.0,942.0,21.0,89.0,516.0,343.0,6.0,15.0,754.0,2,0,0,7.0,6.0,2.0,0.0,0.0,0,2018,Manchester City
2019-03-09,17:30,Premier League,Matchweek 30,Sat,Home,W,3,1,Watford,3.4,0.2,71.0,54104,Vincent Kompany,4-3-3,Paul Tierney,Match Report,,19.0,8.0,15.8,1.0,0,0,1.0,0,0,0,683.0,770.0,9947.0,2759.0,14.0,9.0,35.0,6.0,7.0,4.0,7.0,852.0,28.0,87.0,441.0,331.0,10.0,22.0,674.0,1,0,0,11.0,7.0,4.0,0.0,0.0,0,2018,Manchester City
2019-03-30,12:30,Premier League,Matchweek 32,Sat,Away,W,2,0,Fulham,1.8,0.5,65.0,25001,David Silva,4-3-3,Kevin Friend,Match Report,,24.0,7.0,18.3,1.0,0,0,0.0,0,0,0,640.0,726.0,10235.0,2916.0,24.0,11.0,41.0,4.0,16.0,8.0,6.0,832.0,49.0,154.0,431.0,251.0,9.0,19.0,636.0,0,0,0,12.0,4.0,1.0,0.0,0.0,0,2018,Manchester City
2019-04-03,19:45,Premier League,Matchweek 33,Wed,Home,W,2,0,Cardiff City,3.2,0.1,79.0,53559,Fernandinho,4-3-3,Jonathan Moss,Match Report,,27.0,11.0,18.1,2.0,0,0,1.0,0,0,0,648.0,728.0,10078.0,3012.0,16.0,17.0,52.0,4.0,11.0,9.0,6.0,817.0,26.0,133.0,413.0,281.0,14.0,23.0,641.0,0,0,0,3.0,7.0,1.0,0.0,0.0,0,2018,Manchester City
2019-04-14,14:05,Premier League,Matchweek 34,Sun,Away,W,3,1,Crystal Palace,2.5,0.4,73.0,25721,Vincent Kompany,4-2-3-1,Martin Atkinson,Match Report,,20.0,6.0,19.9,0.0,0,0,3.0,0,0,0,681.0,782.0,11069.0,3126.0,25.0,9.0,37.0,6.0,22.0,8.0,7.0,889.0,43.0,121.0,475.0,301.0,16.0,25.0,676.0,0,0,0,11.0,5.0,2.0,0.0,0.0,0,2018,Manchester City
2019-04-20,12:30,Premier League,Matchweek 35,Sat,Home,W,1,0,Tottenham,1.9,1.0,61.0,54489,Sergio Agüero,4-3-3,Michael Oliver,Match Report,,15.0,4.0,16.2,0.0,0,0,4.0,0,0,0,547.0,642.0,9226.0,2728.0,33.0,4.0,25.0,2.0,15.0,10.0,7.0,740.0,49.0,157.0,380.0,208.0,15.0,24.0,545.0,1,0,0,11.0,11.0,2.0,0.0,0.0,0,2018,Manchester City
2019-04-24,20:00,Premier League,Matchweek 31,Wed,Away,W,2,0,Manchester Utd,0.5,0.5,63.0,74431,Vincent Kompany,4-3-3,Andre Marriner,Match Report,,8.0,5.0,18.6,0.0,0,0,1.0,0,0,0,631.0,733.0,9741.0,3053.0,10.0,1.0,17.0,4.0,14.0,8.0,12.0,827.0,76.0,237.0,415.0,183.0,17.0,25.0,623.0,2,0,0,10.0,10.0,2.0,0.0,0.0,0,2018,Manchester City
2019-04-28,14:05,Premier League,Matchweek 36,Sun,Away,W,1,0,Burnley,2.5,0.1,69.0,21605,Vincent Kompany,4-3-3,Paul Tierney,Match Report,,25.0,6.0,15.4,0.0,0,0,0.0,0,0,0,554.0,663.0,8962.0,2495.0,18.0,6.0,45.0,2.0,13.0,7.0,7.0,779.0,51.0,172.0,371.0,238.0,11.0,20.0,546.0,1,0,0,7.0,5.0,3.0,0.0,0.0,0,2018,Manchester City
2019-05-06,20:00,Premier League,Matchweek 37,Mon,Home,W,1,0,Leicester City,1.0,0.5,61.0,54506,Vincent Kompany,4-3-3,Mike Dean,Match Report,,19.0,5.0,20.2,0.0,0,0,2.0,0,0,0,577.0,688.0,10357.0,2821.0,20.0,11.0,27.0,2.0,14.0,6.0,7.0,779.0,27.0,102.0,391.0,289.0,7.0,17.0,570.0,3,0,0,12.0,5.0,2.0,0.0,0.0,0,2018,Manchester City
2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,W,4,1,Brighton,1.6,0.5,75.0,30662,Vincent Kompany,4-4-1-1,Michael Oliver,Match Report,,20.0,9.0,18.9,2.0,0,0,2.0,0,0,0,755.0,834.0,10523.0,2850.0,12.0,6.0,38.0,8.0,15.0,10.0,3.0,917.0,31.0,114.0,484.0,326.0,10.0,17.0,748.0,0,0,0,8.0,12.0,1.0,0.0,0.0,0,2018,Manchester City
2018-08-12,13:30,Premier League,Matchweek 1,Sun,Home,W,4,0,West Ham,4.0,0.7,64.0,53235,James Milner,4-3-3,Anthony Taylor,Match Report,,18.0,8.0,13.8,2.0,0,0,2.0,0,0,0,627.0,715.0,10137.0,3707.0,12.0,5.0,29.0,6.0,19.0,14.0,10.0,801.0,47.0,176.0,413.0,217.0,7.0,15.0,622.0,1,0,0,14.0,7.0,5.0,0.0,0.0,0,2018,Liverpool
2018-08-20,20:00,Premier League,Matchweek 2,Mon,Away,W,2,0,Crystal Palace,2.6,0.4,63.0,25750,James Milner,4-3-3,Michael Oliver,Match Report,,15.0,5.0,19.8,1.0,1,1,2.0,0,0,0,579.0,668.0,10887.0,3491.0,13.0,7.0,32.0,4.0,22.0,14.0,10.0,778.0,48.0,159.0,417.0,210.0,16.0,21.0,577.0,1,0,0,13.0,5.0,2.0,1.0,0.0,0,2018,Liverpool
2018-08-25,17:30,Premier League,Matchweek 3,Sat,Home,W,1,0,Brighton,1.6,0.6,69.0,53294,James Milner,4-3-3,Chris Kavanagh,Match Report,,22.0,7.0,16.8,1.0,0,0,2.0,0,0,0,695.0,814.0,11235.0,3557.0,21.0,8.0,39.0,2.0,21.0,13.0,11.0,915.0,31.0,149.0,526.0,252.0,10.0,15.0,689.0,1,0,0,8.0,12.0,1.0,0.0,0.0,0,2018,Liverpool
2018-09-01,12:30,Premier League,Matchweek 4,Sat,Away,W,2,1,Leicester City,1.0,1.0,49.0,32149,Jordan Henderson,4-3-3,Paul Tierney,Match Report,,10.0,4.0,16.3,0.0,0,0,5.0,0,0,0,410.0,522.0,6781.0,2476.0,31.0,4.0,17.0,4.0,18.0,13.0,9.0,628.0,51.0,176.0,343.0,116.0,8.0,15.0,402.0,2,0,0,12.0,9.0,2.0,0.0,0.0,0,2018,Liverpool
2018-09-15,12:30,Premier League,Matchweek 5,Sat,Away,W,2,1,Tottenham,2.6,1.0,40.0,80188,James Milner,4-3-3,Michael Oliver,Match Report,,17.0,10.0,13.9,1.0,0,0,3.0,0,0,0,293.0,398.0,5377.0,2232.0,22.0,4.0,26.0,0.0,17.0,11.0,13.0,499.0,49.0,157.0,247.0,104.0,6.0,9.0,290.0,0,0,0,16.0,16.0,2.0,0.0,0.0,0,2018,Liverpool
2018-09-22,15:00,Premier League,Matchweek 6,Sat,Home,W,3,0,Southampton,1.7,0.3,61.0,50965,Jordan Henderson,4-2-3-1,Paul Tierney,Match Report,,12.0,3.0,15.2,1.0,0,0,1.0,0,0,0,672.0,790.0,11479.0,3452.0,19.0,5.0,20.0,2.0,17.0,12.0,9.0,874.0,49.0,170.0,518.0,192.0,8.0,16.0,667.0,0,0,0,7.0,10.0,4.0,0.0,0.0,0,2018,Liverpool
2018-09-29,17:30,Premier League,Matchweek 7,Sat,Away,D,1,1,Chelsea,1.6,1.1,53.0,40625,Jordan Henderson,4-3-3,Andre Marriner,Match Report,,13.0,4.0,17.9,1.0,0,0,4.0,0,0,0,548.0,666.0,10384.0,2874.0,24.0,4.0,23.0,2.0,15.0,8.0,12.0,770.0,48.0,177.0,411.0,187.0,7.0,11.0,544.0,2,0,0,9.0,7.0,2.0,0.0,0.0,0,2018,Liverpool
2018-10-07,16:30,Premier League,Matchweek 8,Sun,Home,D,0,0,Manchester City,0.4,1.0,49.0,52117,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,,7.0,2.0,16.7,0.0,0,0,2.0,0,0,1,448.0,555.0,8570.0,2582.0,18.0,2.0,12.0,0.0,17.0,11.0,8.0,646.0,71.0,238.0,310.0,108.0,4.0,9.0,445.0,1,0,0,10.0,10.0,2.0,0.0,1.0,0,2018,Liverpool
2018-10-20,17:30,Premier League,Matchweek 9,Sat,Away,W,1,0,Huddersfield,0.6,0.7,52.0,24263,Jordan Henderson,4-3-3,Michael Oliver,Match Report,,11.0,2.0,19.1,0.0,0,0,1.0,0,0,0,507.0,638.0,8464.0,3170.0,34.0,4.0,22.0,2.0,14.0,8.0,14.0,751.0,72.0,191.0,389.0,177.0,8.0,16.0,496.0,2,0,0,6.0,9.0,2.0,0.0,0.0,0,2018,Liverpool
2018-10-27,15:00,Premier League,Matchweek 10,Sat,Home,W,4,1,Cardiff City,2.4,0.8,78.0,53373,Virgil van Dijk,4-2-3-1,Stuart Attwell,Match Report,,19.0,6.0,21.7,0.0,0,0,1.0,0,0,0,758.0,873.0,12046.0,3851.0,23.0,8.0,32.0,7.0,12.0,7.0,10.0,972.0,35.0,163.0,543.0,271.0,9.0,15.0,754.0,0,0,0,6.0,4.0,0.0,0.0,0.0,0,2018,Liverpool
2018-11-03,17:30,Premier League,Matchweek 11,Sat,Away,D,1,1,Arsenal,1.3,1.4,39.0,59993,James Milner,4-3-3,Andre Marriner,Match Report,,13.0,4.0,17.3,0.0,0,0,4.0,0,0,0,303.0,405.0,5621.0,2200.0,28.0,8.0,25.0,2.0,13.0,10.0,14.0,517.0,66.0,182.0,217.0,121.0,13.0,20.0,295.0,1,0,0,7.0,6.0,1.0,0.0,0.0,0,2018,Liverpool
2018-11-11,12:00,Premier League,Matchweek 12,Sun,Home,W,2,0,Fulham,1.8,0.5,71.0,53128,Virgil van Dijk,4-2-3-1,Paul Tierney,Match Report,,21.0,7.0,20.1,3.0,0,0,3.0,0,0,0,666.0,780.0,11518.0,3643.0,26.0,6.0,39.0,4.0,18.0,11.0,7.0,883.0,58.0,195.0,498.0,196.0,9.0,14.0,664.0,1,0,0,11.0,7.0,2.0,0.0,0.0,0,2018,Liverpool
2018-11-24,15:00,Premier League,Matchweek 13,Sat,Away,W,3,0,Watford,1.2,0.4,63.0,20540,Jordan Henderson,4-2-3-1,Jonathan Moss,Match Report,,10.0,7.0,16.7,1.0,0,0,1.0,0,0,0,556.0,685.0,9387.0,3008.0,22.0,5.0,16.0,5.0,13.0,9.0,4.0,778.0,42.0,177.0,455.0,153.0,9.0,13.0,546.0,2,1,1,13.0,11.0,4.0,0.0,0.0,0,2018,Liverpool
2018-12-02,16:15,Premier League,Matchweek 14,Sun,Home,W,1,0,Everton,2.9,1.1,58.0,51756,Virgil van Dijk,4-2-3-1,Chris Kavanagh,Match Report,,16.0,3.0,16.2,0.0,0,0,3.0,0,0,0,448.0,576.0,8305.0,2721.0,27.0,8.0,26.0,1.0,21.0,8.0,7.0,682.0,44.0,142.0,375.0,173.0,9.0,16.0,445.0,3,0,0,12.0,7.0,1.0,0.0,0.0,0,2018,Liverpool
2018-12-05,19:45,Premier League,Matchweek 15,Wed,Away,W,3,1,Burnley,2.4,0.9,73.0,21741,Jordan Henderson,4-4-2,Stuart Attwell,Match Report,,18.0,11.0,14.7,0.0,0,0,6.0,0,0,0,621.0,743.0,10893.0,3447.0,31.0,9.0,31.0,6.0,5.0,3.0,4.0,817.0,63.0,247.0,402.0,171.0,6.0,9.0,619.0,0,0,0,3.0,10.0,3.0,0.0,0.0,0,2018,Liverpool
2018-12-08,12:30,Premier League,Matchweek 16,Sat,Away,W,4,0,Bournemouth,1.6,0.3,59.0,10752,James Milner,4-4-2,Lee Mason,Match Report,,10.0,4.0,18.1,1.0,0,0,2.0,0,0,0,557.0,674.0,9254.0,2701.0,22.0,6.0,18.0,5.0,13.0,6.0,16.0,773.0,55.0,195.0,374.0,211.0,13.0,18.0,551.0,1,0,0,11.0,8.0,2.0,0.0,0.0,0,2018,Liverpool
2018-12-16,16:00,Premier League,Matchweek 17,Sun,Home,W,3,1,Manchester Utd,2.5,0.7,64.0,52908,Virgil van Dijk,4-4-1-1,Martin Atkinson,Match Report,,36.0,10.0,19.7,0.0,0,0,2.0,0,0,0,493.0,630.0,7561.0,2963.0,29.0,13.0,57.0,6.0,12.0,8.0,9.0,736.0,36.0,141.0,329.0,279.0,13.0,20.0,489.0,0,0,0,6.0,14.0,2.0,0.0,0.0,0,2018,Liverpool
2018-12-21,20:00,Premier League,Matchweek 18,Fri,Away,W,2,0,Wolves,1.9,0.9,61.0,31358,Jordan Henderson,4-2-3-1,Craig Pawson,Match Report,,15.0,6.0,16.1,0.0,0,0,5.0,0,0,0,611.0,729.0,10182.0,3186.0,33.0,10.0,26.0,4.0,16.0,11.0,19.0,841.0,59.0,200.0,414.0,234.0,16.0,24.0,609.0,0,0,0,3.0,7.0,2.0,0.0,0.0,0,2018,Liverpool
2018-12-26,15:00,Premier League,Matchweek 19,Wed,Home,W,4,0,Newcastle Utd,2.9,0.5,74.0,53318,Jordan Henderson,4-2-3-1,Graham Scott,Match Report,,15.0,7.0,15.1,1.0,1,1,2.0,0,0,0,665.0,781.0,12660.0,3783.0,26.0,10.0,29.0,7.0,8.0,4.0,7.0,877.0,41.0,127.0,524.0,231.0,4.0,8.0,658.0,0,0,0,7.0,10.0,1.0,1.0,0.0,0,2018,Liverpool
2018-12-29,17:30,Premier League,Matchweek 20,Sat,Home,W,5,1,Arsenal,3.8,1.0,48.0,53326,Virgil van Dijk,4-2-3-1,Michael Oliver,Match Report,,13.0,8.0,19.4,0.0,2,2,2.0,0,0,0,443.0,539.0,7567.0,3011.0,11.0,5.0,26.0,9.0,17.0,13.0,9.0,646.0,62.0,207.0,289.0,156.0,13.0,20.0,440.0,1,0,0,8.0,12.0,2.0,2.0,0.0,0,2018,Liverpool
