Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,SoTA,PKA,PKsv,PKm,Cmp_Total,Att_Total,TotDist,PrgDist,TI,CK,SCA,GCA,Tkl_Defensive,TklW_Defensive,Blocks_Defensive,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Dribbles_Succ,Dribles_Att,Rec,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Season,Team
2022-10-01,15:00,Premier League,Matchweek 9,Sat,Home,D,3,3,Brighton,1.5,1.4,54.0,53320.0,Jordan Henderson,4-3-3,Andy Madley,Match Report,,15.0,7.0,16.8,1.0,0,0,6.0,0,0,0,467.0,589.0,8162.0,2944.0,26.0,9.0,23.0,3.0,15.0,9.0,10.0,703.0,62.0,174.0,320.0,215.0,3.0,13.0,460.0,1,0,0,9.0,13.0,1.0,0.0,0.0,0.0,2022,Liverpool
2022-10-09,16:30,Premier League,Matchweek 10,Sun,Away,L,2,3,Arsenal,1.1,2.7,57.0,60059.0,Jordan Henderson,4-2-3-1,Michael Oliver,Match Report,,8.0,3.0,18.0,0.0,0,0,7.0,1,0,0,427.0,545.0,7627.0,2439.0,29.0,3.0,11.0,4.0,15.0,7.0,7.0,638.0,88.0,252.0,264.0,125.0,4.0,10.0,423.0,2,0,0,11.0,10.0,6.0,0.0,1.0,0.0,2022,Liverpool
2022-10-16,16:30,Premier League,Matchweek 11,Sun,Home,W,1,0,Manchester City,2.1,1.0,37.0,53286.0,James Milner,4-2-3-1,Anthony Taylor,Match Report,,13.0,2.0,17.5,0.0,0,0,6.0,0,0,0,333.0,443.0,6085.0,2418.0,14.0,5.0,22.0,1.0,23.0,12.0,13.0,564.0,110.0,283.0,180.0,104.0,3.0,9.0,330.0,3,0,0,10.0,6.0,3.0,0.0,0.0,0.0,2022,Liverpool
2022-10-19,19:30,Premier League,Matchweek 12,Wed,Home,W,1,0,West Ham,1.7,1.7,54.0,52982.0,Jordan Henderson,4-4-2,Stuart Attwell,Match Report,,22.0,7.0,17.5,0.0,0,0,3.0,0,1,0,536.0,639.0,8310.0,3032.0,21.0,8.0,34.0,2.0,13.0,8.0,8.0,745.0,61.0,242.0,322.0,188.0,6.0,12.0,530.0,0,0,0,9.0,7.0,1.0,0.0,1.0,0.0,2022,Liverpool
2022-10-22,12:30,Premier League,Matchweek 13,Sat,Away,L,0,1,Nott'ham Forest,1.6,1.9,75.0,29245.0,James Milner,4-4-2,Paul Tierney,Match Report,,15.0,7.0,10.4,0.0,0,0,7.0,0,0,0,641.0,758.0,11489.0,3564.0,30.0,11.0,27.0,0.0,14.0,7.0,8.0,853.0,35.0,170.0,445.0,241.0,5.0,13.0,634.0,1,0,0,8.0,13.0,0.0,0.0,0.0,0.0,2022,Liverpool
2022-10-29,19:45,Premier League,Matchweek 14,Sat,Home,L,1,2,Leeds United,1.7,1.8,68.0,53274.0,Virgil van Dijk,4-1-2-1-2◆,Michael Oliver,Match Report,,22.0,10.0,16.4,0.0,0,0,6.0,0,0,0,591.0,745.0,11401.0,3885.0,21.0,14.0,40.0,2.0,17.0,9.0,17.0,873.0,54.0,209.0,455.0,212.0,12.0,24.0,582.0,0,0,0,9.0,3.0,0.0,0.0,0.0,0.0,2022,Liverpool
2022-11-06,16:30,Premier League,Matchweek 15,Sun,Away,W,2,1,Tottenham,1.2,1.2,53.0,62008.0,Virgil van Dijk,4-1-2-1-2◆,Andy Madley,Match Report,,13.0,6.0,21.2,0.0,0,0,5.0,0,0,0,536.0,652.0,8820.0,3015.0,14.0,3.0,24.0,4.0,14.0,7.0,7.0,774.0,82.0,264.0,380.0,131.0,4.0,14.0,527.0,0,0,0,8.0,10.0,2.0,0.0,0.0,0.0,2022,Liverpool
2022-11-12,15:00,Premier League,Matchweek 16,Sat,Home,W,3,1,Southampton,1.9,1.1,60.0,53331.0,Virgil van Dijk,4-3-3,Simon Hooper,Match Report,,15.0,7.0,12.4,0.0,0,0,5.0,0,0,0,611.0,718.0,10395.0,3750.0,21.0,6.0,29.0,6.0,12.0,5.0,6.0,801.0,77.0,285.0,385.0,133.0,7.0,15.0,608.0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,2022,Liverpool
2022-08-07,14:00,Premier League,Matchweek 1,Sun,Away,W,2.0,1.0,Manchester Utd,1.5,1.4,38.0,73711.0,Lewis Dunk,3-3-3-1,Paul Tierney,Match Report,,15.0,4.0,17.4,0.0,0,0,5.0,0,0,0,252.0,362.0,4477.0,2032.0,22.0,2.0,23.0,3.0,14.0,9.0,16.0,482.0,69.0,153.0,172.0,160.0,6.0,14.0,249.0,1,0,0,12.0,7.0,1.0,0.0,0.0,1.0,2022,Brighton and Hove Albion
2022-08-13,15:00,Premier League,Matchweek 2,Sat,Home,D,0.0,0.0,Newcastle Utd,1.5,0.2,54.0,31552.0,Lewis Dunk,3-4-1-2,Graham Scott,Match Report,,13.0,5.0,17.3,0.0,0,0,1.0,0,0,0,309.0,420.0,5469.0,2222.0,23.0,7.0,24.0,0.0,18.0,14.0,7.0,517.0,41.0,141.0,200.0,183.0,3.0,8.0,300.0,2,0,0,8.0,4.0,1.0,0.0,0.0,0.0,2022,Brighton and Hove Albion
2022-08-21,14:00,Premier League,Matchweek 3,Sun,Away,W,2.0,0.0,West Ham,1.7,0.8,50.0,62449.0,Lewis Dunk,3-5-1-1,Anthony Taylor,Match Report,,10.0,1.0,18.8,0.0,1,1,3.0,0,0,0,418.0,523.0,7199.0,2601.0,15.0,4.0,21.0,4.0,17.0,7.0,17.0,624.0,72.0,196.0,281.0,155.0,3.0,6.0,412.0,0,0,0,7.0,10.0,1.0,1.0,0.0,0.0,2022,Brighton and Hove Albion
2022-08-27,15:00,Premier League,Matchweek 4,Sat,Home,W,1.0,0.0,Leeds United,2.0,1.8,44.0,30953.0,Lewis Dunk,4-4-2,Michael Salisbury,Match Report,,13.0,4.0,13.6,0.0,0,0,2.0,0,0,0,278.0,398.0,5544.0,2329.0,27.0,5.0,24.0,2.0,14.0,10.0,14.0,505.0,46.0,162.0,206.0,138.0,7.0,19.0,268.0,2,0,0,10.0,13.0,2.0,0.0,0.0,0.0,2022,Brighton and Hove Albion
2022-08-30,19:30,Premier League,Matchweek 5,Tue,Away,L,1.0,2.0,Fulham,1.4,0.7,61.0,22224.0,Lewis Dunk,3-5-2,Thomas Bramall,Match Report,,6.0,2.0,15.3,0.0,1,1,3.0,0,0,0,477.0,583.0,9075.0,2702.0,26.0,3.0,13.0,2.0,23.0,12.0,9.0,693.0,66.0,222.0,306.0,171.0,11.0,27.0,472.0,1,0,0,11.0,9.0,2.0,1.0,0.0,1.0,2022,Brighton and Hove Albion
2022-09-04,14:00,Premier League,Matchweek 6,Sun,Home,W,5.0,2.0,Leicester City,2.6,1.4,53.0,31185.0,Lewis Dunk,3-5-2,Tony Harrington,Match Report,,22.0,10.0,19.6,2.0,1,1,4.0,0,0,0,444.0,538.0,9173.0,2924.0,15.0,10.0,37.0,7.0,17.0,12.0,9.0,639.0,32.0,154.0,285.0,205.0,5.0,15.0,440.0,1,0,0,6.0,8.0,2.0,1.0,0.0,0.0,2022,Brighton and Hove Albion
2022-10-01,15:00,Premier League,Matchweek 9,Sat,Away,D,3.0,3.0,Liverpool,1.4,1.5,46.0,53320.0,Lewis Dunk,3-4-3,Andy Madley,Match Report,,6.0,6.0,10.0,0.0,0,0,7.0,0,0,0,378.0,498.0,6640.0,2359.0,16.0,2.0,12.0,6.0,23.0,9.0,9.0,626.0,112.0,308.0,212.0,111.0,6.0,18.0,373.0,1,0,0,13.0,6.0,0.0,0.0,0.0,1.0,2022,Brighton and Hove Albion
2022-10-08,17:30,Premier League,Matchweek 10,Sat,Home,L,0.0,1.0,Tottenham,0.7,0.8,59.0,31498.0,Lewis Dunk,3-4-3,Tony Harrington,Match Report,,14.0,4.0,18.5,0.0,0,0,3.0,0,0,0,632.0,734.0,9759.0,3087.0,19.0,6.0,26.0,0.0,17.0,9.0,11.0,825.0,67.0,199.0,389.0,241.0,8.0,16.0,627.0,1,0,0,9.0,13.0,2.0,0.0,0.0,0.0,2022,Brighton and Hove Albion
2022-10-14,20:00,Premier League,Matchweek 11,Fri,Away,L,0.0,2.0,Brentford,1.9,1.5,72.0,17016.0,Lewis Dunk,4-4-2,Michael Salisbury,Match Report,,21.0,7.0,17.2,0.0,0,0,2.0,1,0,0,552.0,672.0,9033.0,3205.0,20.0,11.0,38.0,0.0,25.0,15.0,7.0,768.0,62.0,202.0,311.0,257.0,2.0,9.0,546.0,1,0,0,15.0,11.0,3.0,0.0,1.0,0.0,2022,Brighton and Hove Albion
2022-10-18,19:30,Premier League,Matchweek 12,Tue,Home,D,0.0,0.0,Nott'ham Forest,1.7,0.1,70.0,31463.0,Lewis Dunk,3-4-3,Darren England,Match Report,,19.0,7.0,15.7,0.0,0,0,0.0,0,0,0,578.0,682.0,9929.0,3026.0,28.0,9.0,35.0,0.0,11.0,7.0,12.0,778.0,38.0,180.0,377.0,226.0,2.0,14.0,568.0,3,0,0,10.0,13.0,1.0,0.0,0.0,0.0,2022,Brighton and Hove Albion
2022-10-22,15:00,Premier League,Matchweek 13,Sat,Away,L,1.0,3.0,Manchester City,0.5,1.6,52.0,53223.0,Lewis Dunk,3-4-1-2,Craig Pawson,Match Report,,8.0,2.0,19.8,0.0,0,0,4.0,1,0,0,427.0,519.0,8050.0,2553.0,22.0,3.0,14.0,2.0,16.0,6.0,7.0,597.0,96.0,241.0,222.0,138.0,6.0,17.0,422.0,3,0,0,12.0,11.0,4.0,0.0,1.0,0.0,2022,Brighton and Hove Albion
2022-10-29,15:00,Premier League,Matchweek 14,Sat,Home,W,4.0,1.0,Chelsea,2.4,1.4,41.0,31746.0,Lewis Dunk,4-2-3-1,Andy Madley,Match Report,,19.0,7.0,15.9,0.0,0,0,7.0,0,0,0,299.0,387.0,5315.0,2332.0,14.0,8.0,30.0,2.0,18.0,11.0,19.0,517.0,92.0,221.0,187.0,112.0,6.0,10.0,291.0,1,0,0,16.0,6.0,0.0,0.0,0.0,0.0,2022,Brighton and Hove Albion
2022-11-05,15:00,Premier League,Matchweek 15,Sat,Away,W,3.0,2.0,Wolves,1.5,1.2,71.0,30732.0,Lewis Dunk,4-2-3-1,Graham Scott,Match Report,,19.0,8.0,17.2,3.0,0,0,5.0,1,0,0,618.0,696.0,9865.0,2921.0,16.0,9.0,30.0,5.0,15.0,11.0,6.0,775.0,57.0,211.0,360.0,208.0,8.0,17.0,613.0,0,0,0,11.0,15.0,1.0,0.0,1.0,0.0,2022,Brighton and Hove Albion
2022-11-13,14:00,Premier League,Matchweek 16,Sun,Home,L,1.0,2.0,Aston Villa,0.6,1.5,65.0,31581.0,Lewis Dunk,4-2-3-1,Chris Kavanagh,Match Report,,7.0,2.0,18.2,0.0,0,0,2.0,1,0,0,483.0,584.0,8302.0,2487.0,27.0,11.0,8.0,0.0,14.0,6.0,12.0,685.0,43.0,160.0,338.0,192.0,3.0,16.0,476.0,2,0,0,14.0,11.0,3.0,0.0,1.0,0.0,2022,Brighton and Hove Albion
2022-08-06,17:30,Premier League,Matchweek 1,Sat,Away,W,1.0,0.0,Everton,1.5,0.7,62.0,39254.0,César Azpilicueta,3-4-3,Craig Pawson,Match Report,,14.0,5.0,16.1,1.0,1,1,3.0,0,0,0,516.0,616.0,7658.0,2717.0,17.0,16.0,27.0,2.0,19.0,9.0,13.0,726.0,63.0,201.0,297.0,232.0,13.0,20.0,513.0,2,0,0,11.0,14.0,2.0,1.0,0.0,0.0,2022,Chelsea
2022-08-14,16:30,Premier League,Matchweek 2,Sun,Home,D,2.0,2.0,Tottenham,1.6,1.0,63.0,39946.0,Jorginho,3-5-2,Anthony Taylor,Match Report,,16.0,3.0,17.2,0.0,0,0,5.0,0,0,0,540.0,652.0,8507.0,2760.0,26.0,8.0,29.0,4.0,28.0,18.0,19.0,757.0,42.0,150.0,337.0,276.0,11.0,19.0,536.0,3,0,0,9.0,9.0,2.0,0.0,0.0,0.0,2022,Chelsea
2022-08-21,14:00,Premier League,Matchweek 3,Sun,Away,L,0.0,3.0,Leeds United,0.9,2.1,61.0,36372.0,Jorginho,3-5-2,Stuart Attwell,Match Report,,14.0,3.0,19.8,0.0,0,0,6.0,0,0,0,441.0,553.0,8522.0,2849.0,29.0,6.0,26.0,0.0,22.0,10.0,11.0,667.0,54.0,184.0,307.0,179.0,13.0,31.0,436.0,3,1,1,15.0,16.0,7.0,0.0,0.0,0.0,2022,Chelsea
2022-08-27,15:00,Premier League,Matchweek 4,Sat,Home,W,2.0,1.0,Leicester City,1.8,2.5,45.0,39953.0,Jorginho,4-4-2,Paul Tierney,Match Report,,7.0,4.0,14.6,0.0,0,0,5.0,0,0,0,392.0,481.0,6793.0,2410.0,18.0,3.0,14.0,4.0,18.0,12.0,11.0,590.0,69.0,185.0,286.0,125.0,6.0,16.0,387.0,3,1,1,10.0,7.0,3.0,0.0,0.0,0.0,2022,Chelsea
2022-08-30,19:45,Premier League,Matchweek 5,Tue,Away,L,1.0,2.0,Southampton,1.1,1.1,67.0,31542.0,César Azpilicueta,4-2-2-2,Michael Oliver,Match Report,,10.0,4.0,14.5,0.0,0,0,5.0,0,0,0,498.0,618.0,8612.0,3102.0,31.0,3.0,18.0,0.0,26.0,13.0,17.0,756.0,65.0,244.0,334.0,183.0,5.0,16.0,494.0,1,0,0,10.0,15.0,3.0,0.0,0.0,0.0,2022,Chelsea
2022-09-03,15:00,Premier League,Matchweek 6,Sat,Home,W,2.0,1.0,West Ham,0.9,1.1,67.0,39923.0,Thiago Silva,3-1-4-2,Andy Madley,Match Report,,8.0,3.0,17.2,0.0,0,0,3.0,0,0,0,597.0,705.0,9099.0,2521.0,17.0,10.0,16.0,4.0,16.0,11.0,11.0,798.0,35.0,143.0,411.0,252.0,9.0,17.0,595.0,4,0,0,6.0,11.0,1.0,0.0,0.0,0.0,2022,Chelsea
2022-10-01,15:00,Premier League,Matchweek 9,Sat,Away,W,2.0,1.0,Crystal Palace,1.1,0.4,64.0,25198.0,Jorginho,4-3-1-2,Chris Kavanagh,Match Report,,13.0,3.0,14.8,0.0,0,0,3.0,0,0,0,590.0,672.0,10171.0,3141.0,27.0,2.0,23.0,4.0,16.0,9.0,10.0,762.0,33.0,161.0,423.0,182.0,4.0,15.0,582.0,3,0,0,13.0,10.0,0.0,0.0,0.0,0.0,2022,Chelsea
2022-10-08,15:00,Premier League,Matchweek 10,Sat,Home,W,3.0,0.0,Wolves,1.9,1.1,57.0,39940.0,César Azpilicueta,4-2-3-1,Simon Hooper,Match Report,,20.0,7.0,14.7,0.0,0,0,2.0,0,0,0,547.0,634.0,8368.0,2777.0,20.0,4.0,36.0,6.0,26.0,15.0,12.0,736.0,58.0,202.0,327.0,214.0,4.0,11.0,544.0,2,0,0,8.0,7.0,3.0,0.0,0.0,0.0,2022,Chelsea
2022-10-16,14:00,Premier League,Matchweek 11,Sun,Away,W,2.0,0.0,Aston Villa,0.9,1.8,58.0,41754.0,Thiago Silva,3-4-3,Robert Jones,Match Report,,8.0,4.0,18.0,1.0,0,0,7.0,0,0,0,490.0,580.0,7764.0,2618.0,20.0,1.0,15.0,4.0,9.0,6.0,7.0,671.0,77.0,273.0,326.0,75.0,5.0,12.0,482.0,3,0,0,11.0,12.0,1.0,0.0,0.0,0.0,2022,Chelsea
2022-10-19,19:30,Premier League,Matchweek 12,Wed,Away,D,0.0,0.0,Brentford,0.9,1.3,66.0,17118.0,César Azpilicueta,3-5-1-1,Jarred Gillett,Match Report,,14.0,5.0,21.4,0.0,0,0,5.0,0,0,0,586.0,698.0,9357.0,2665.0,21.0,2.0,26.0,0.0,17.0,8.0,9.0,815.0,66.0,205.0,347.0,269.0,5.0,21.0,581.0,0,0,0,7.0,7.0,0.0,0.0,0.0,0.0,2022,Chelsea
2022-10-22,17:30,Premier League,Matchweek 13,Sat,Home,D,1.0,1.0,Manchester Utd,1.1,0.8,48.0,39503.0,César Azpilicueta,3-4-3,Stuart Attwell,Match Report,,5.0,1.0,19.7,0.0,1,1,6.0,0,0,0,344.0,460.0,5815.0,2190.0,20.0,6.0,7.0,2.0,11.0,6.0,8.0,558.0,80.0,224.0,191.0,154.0,4.0,19.0,338.0,1,0,0,8.0,10.0,2.0,1.0,0.0,0.0,2022,Chelsea
2022-10-29,15:00,Premier League,Matchweek 14,Sat,Away,L,1.0,4.0,Brighton,1.4,2.4,59.0,31746.0,Thiago Silva,3-4-3,Andy Madley,Match Report,,15.0,7.0,18.3,0.0,0,0,7.0,0,0,0,473.0,559.0,7709.0,3024.0,23.0,7.0,27.0,2.0,8.0,4.0,13.0,679.0,73.0,195.0,299.0,188.0,1.0,13.0,463.0,2,0,0,6.0,16.0,0.0,0.0,0.0,2.0,2022,Chelsea
2022-11-06,12:00,Premier League,Matchweek 15,Sun,Home,L,0.0,1.0,Arsenal,0.3,2.1,45.0,40142.0,César Azpilicueta,4-2-3-1,Michael Oliver,Match Report,,5.0,1.0,16.0,0.0,0,0,2.0,0,0,0,284.0,400.0,5139.0,2150.0,17.0,4.0,6.0,0.0,24.0,13.0,13.0,503.0,83.0,226.0,186.0,94.0,3.0,10.0,281.0,5,0,0,19.0,13.0,3.0,0.0,0.0,0.0,2022,Chelsea
2022-11-12,17:30,Premier League,Matchweek 16,Sat,Away,L,0.0,1.0,Newcastle Utd,0.3,1.0,51.0,52264.0,César Azpilicueta,3-4-3,Robert Jones,Match Report,,5.0,2.0,14.0,0.0,0,0,3.0,0,0,0,423.0,516.0,7262.0,2495.0,20.0,3.0,10.0,0.0,23.0,15.0,6.0,620.0,89.0,266.0,258.0,102.0,7.0,20.0,418.0,2,0,0,11.0,13.0,0.0,0.0,0.0,0.0,2022,Chelsea
2022-08-06,12:30,Premier League,Matchweek 1,Sat,Home,D,2.0,2.0,Liverpool,1.2,1.2,33.0,22207.0,Tim Ream,4-2-3-1,Andy Madley,Match Report,,8.0,2.0,18.5,0.0,1,1,3.0,0,0,0,203.0,340.0,3560.0,1920.0,22.0,4.0,15.0,4.0,24.0,13.0,9.0,469.0,71.0,159.0,191.0,123.0,5.0,11.0,200.0,2,0,0,7.0,8.0,4.0,1.0,0.0,0.0,2022,Fulham
2022-08-13,15:00,Premier League,Matchweek 2,Sat,Away,D,0.0,0.0,Wolves,1.5,0.9,41.0,31178.0,Tim Ream,4-2-3-1,John Brooks,Match Report,,8.0,2.0,15.7,0.0,0,1,1.0,0,0,0,261.0,376.0,4869.0,1783.0,24.0,3.0,14.0,0.0,19.0,8.0,17.0,486.0,57.0,156.0,238.0,101.0,4.0,12.0,257.0,3,0,0,14.0,7.0,0.0,1.0,0.0,0.0,2022,Fulham
2022-08-20,15:00,Premier League,Matchweek 3,Sat,Home,W,3.0,2.0,Brentford,2.4,1.8,43.0,21798.0,Tim Ream,4-2-3-1,Peter Bankes,Match Report,,18.0,9.0,15.5,1.0,0,0,5.0,0,0,0,249.0,361.0,4471.0,2083.0,21.0,6.0,28.0,5.0,12.0,8.0,8.0,469.0,52.0,167.0,197.0,112.0,4.0,6.0,244.0,3,0,0,13.0,7.0,5.0,0.0,0.0,0.0,2022,Fulham
2022-08-27,17:30,Premier League,Matchweek 4,Sat,Away,L,1.0,2.0,Arsenal,0.8,2.6,29.0,60164.0,Tim Ream,4-2-3-1,Jarred Gillett,Match Report,,11.0,3.0,13.7,0.0,0,0,8.0,0,0,0,166.0,259.0,3081.0,1569.0,18.0,2.0,17.0,0.0,24.0,11.0,23.0,387.0,83.0,194.0,139.0,61.0,4.0,14.0,161.0,3,0,0,12.0,6.0,0.0,0.0,0.0,0.0,2022,Fulham
2022-08-30,19:30,Premier League,Matchweek 5,Tue,Home,W,2.0,1.0,Brighton,0.7,1.4,39.0,22224.0,Tim Ream,4-2-3-1,Thomas Bramall,Match Report,,10.0,3.0,15.3,1.0,0,0,3.0,1,0,0,279.0,380.0,4980.0,2028.0,23.0,3.0,17.0,1.0,26.0,15.0,19.0,500.0,69.0,215.0,187.0,105.0,9.0,21.0,276.0,2,0,0,9.0,11.0,0.0,0.0,1.0,0.0,2022,Fulham
2022-09-03,15:00,Premier League,Matchweek 6,Sat,Away,L,1.0,2.0,Tottenham,0.7,2.9,48.0,61641.0,Tim Ream,4-2-3-1,Stuart Attwell,Match Report,,9.0,3.0,17.1,0.0,0,0,10.0,0,0,0,401.0,488.0,7297.0,2219.0,26.0,3.0,17.0,2.0,18.0,11.0,12.0,588.0,54.0,161.0,276.0,155.0,8.0,14.0,393.0,4,0,0,6.0,9.0,0.0,0.0,0.0,0.0,2022,Fulham
2022-09-16,20:00,Premier League,Matchweek 8,Fri,Away,W,3.0,2.0,Nott'ham Forest,0.9,1.4,59.0,28654.0,Tim Ream,4-2-3-1,Jarred Gillett,Match Report,,15.0,7.0,17.3,2.0,0,0,3.0,0,0,0,482.0,595.0,8745.0,2806.0,14.0,10.0,29.0,6.0,12.0,5.0,8.0,692.0,44.0,152.0,377.0,166.0,5.0,13.0,477.0,4,0,0,10.0,10.0,1.0,0.0,0.0,0.0,2022,Fulham
2022-10-01,15:00,Premier League,Matchweek 9,Sat,Home,L,1.0,4.0,Newcastle Utd,0.5,3.3,33.0,22913.0,Tim Ream,4-2-3-1,Darren England,Match Report,,3.0,1.0,16.2,0.0,0,0,10.0,0,0,0,208.0,313.0,3530.0,1318.0,17.0,1.0,5.0,2.0,13.0,10.0,13.0,397.0,82.0,190.0,142.0,67.0,5.0,17.0,204.0,2,1,0,9.0,10.0,4.0,0.0,0.0,0.0,2022,Fulham
2022-10-09,14:00,Premier League,Matchweek 10,Sun,Away,L,1.0,3.0,West Ham,0.7,2.4,50.0,62407.0,Tim Ream,4-2-3-1,Chris Kavanagh,Match Report,,8.0,2.0,16.6,1.0,0,0,8.0,1,0,0,421.0,522.0,7715.0,2513.0,18.0,2.0,14.0,2.0,14.0,7.0,11.0,641.0,70.0,212.0,305.0,131.0,1.0,6.0,417.0,3,0,0,7.0,9.0,2.0,0.0,1.0,0.0,2022,Fulham
2022-10-15,15:00,Premier League,Matchweek 11,Sat,Home,D,2.0,2.0,Bournemouth,2.1,1.0,69.0,22541.0,Tim Ream,4-2-3-1,Graham Scott,Match Report,,18.0,3.0,18.9,0.0,1,1,6.0,0,0,0,530.0,649.0,9961.0,2804.0,20.0,5.0,37.0,4.0,12.0,9.0,6.0,731.0,52.0,174.0,324.0,239.0,8.0,15.0,530.0,2,0,0,9.0,11.0,1.0,1.0,0.0,0.0,2022,Fulham
2022-10-20,19:30,Premier League,Matchweek 12,Thu,Home,W,3.0,0.0,Aston Villa,2.1,1.2,60.0,23508.0,Tim Ream,4-2-3-1,Michael Oliver,Match Report,,17.0,6.0,16.7,1.0,1,1,6.0,0,0,0,439.0,531.0,8529.0,2575.0,23.0,9.0,30.0,3.0,12.0,7.0,11.0,617.0,66.0,202.0,262.0,159.0,1.0,12.0,434.0,0,0,0,11.0,10.0,0.0,0.0,0.0,0.0,2022,Fulham
2022-10-23,14:00,Premier League,Matchweek 13,Sun,Away,W,3.0,2.0,Leeds United,1.8,1.6,43.0,36447.0,Tim Ream,4-2-3-1,Anthony Taylor,Match Report,,11.0,4.0,11.9,0.0,0,0,5.0,0,0,0,286.0,405.0,5708.0,2280.0,23.0,6.0,19.0,6.0,16.0,9.0,15.0,521.0,66.0,215.0,202.0,112.0,13.0,21.0,277.0,1,0,0,8.0,12.0,4.0,0.0,0.0,0.0,2022,Fulham
2022-10-29,17:30,Premier League,Matchweek 14,Sat,Home,D,0.0,0.0,Everton,1.9,0.9,56.0,23534.0,Tim Ream,4-2-3-1,John Brooks,Match Report,,24.0,6.0,16.4,0.0,0,0,4.0,0,0,0,426.0,528.0,7843.0,2860.0,24.0,13.0,48.0,0.0,12.0,6.0,11.0,614.0,57.0,193.0,219.0,210.0,5.0,14.0,418.0,2,0,0,10.0,8.0,0.0,0.0,0.0,0.0,2022,Fulham
2022-11-05,15:00,Premier League,Matchweek 15,Sat,Away,L,1.0,2.0,Manchester City,1.0,2.1,30.0,52395.0,Tim Ream,4-2-3-1,Darren England,Match Report,,3.0,1.0,26.2,0.0,1,1,5.0,1,0,0,253.0,321.0,4830.0,1765.0,11.0,0.0,7.0,2.0,15.0,11.0,14.0,420.0,83.0,204.0,174.0,46.0,0.0,12.0,247.0,4,0,0,11.0,6.0,0.0,1.0,1.0,0.0,2022,Fulham
2022-11-13,16:30,Premier League,Matchweek 16,Sun,Home,L,1.0,2.0,Manchester Utd,1.4,2.5,53.0,24246.0,Tom Cairney,4-2-3-1,Paul Tierney,Match Report,,14.0,7.0,14.0,0.0,0,0,9.0,0,0,0,400.0,524.0,7200.0,2636.0,20.0,10.0,24.0,2.0,18.0,8.0,8.0,618.0,75.0,194.0,243.0,186.0,4.0,13.0,393.0,1,0,0,9.0,9.0,1.0,0.0,0.0,0.0,2022,Fulham
2022-08-07,14:00,Premier League,Matchweek 1,Sun,Away,D,2,2,Leicester City,0.8,0.6,44.0,31794.0,Pontus Jansson,4-3-3,Jarred Gillett,Match Report,,8.0,3.0,17.0,0.0,0,0,5.0,0,0,0,404.0,497.0,7519.0,2375.0,12.0,6.0,14.0,3.0,11.0,6.0,12.0,579.0,49.0,194.0,292.0,96.0,3.0,8.0,397.0,0,0,0,5.0,6.0,2.0,0.0,0.0,0.0,2022,Brentford
2022-08-13,17:30,Premier League,Matchweek 2,Sat,Home,W,4,0,Manchester Utd,1.6,0.9,34.0,17051.0,Pontus Jansson,5-3-2,Stuart Attwell,Match Report,,13.0,7.0,18.6,1.0,0,0,4.0,0,0,0,181.0,291.0,3322.0,1543.0,16.0,8.0,18.0,6.0,6.0,4.0,14.0,382.0,63.0,134.0,112.0,139.0,8.0,17.0,177.0,0,0,0,6.0,14.0,1.0,0.0,0.0,0.0,2022,Brentford
2022-08-20,15:00,Premier League,Matchweek 3,Sat,Away,L,2,3,Fulham,1.8,2.4,57.0,21798.0,Pontus Jansson,4-3-3,Peter Bankes,Match Report,,13.0,5.0,14.1,0.0,0,0,9.0,0,0,0,347.0,469.0,6791.0,2681.0,30.0,3.0,24.0,4.0,12.0,5.0,11.0,557.0,71.0,242.0,205.0,112.0,8.0,15.0,344.0,2,0,0,7.0,11.0,7.0,0.0,0.0,0.0,2022,Brentford
2022-08-27,15:00,Premier League,Matchweek 4,Sat,Home,D,1,1,Everton,2.1,1.1,58.0,17009.0,Christian Nørgaard,4-3-3,John Brooks,Match Report,,20.0,5.0,14.8,0.0,0,0,7.0,0,0,0,464.0,576.0,7624.0,2578.0,25.0,8.0,35.0,1.0,14.0,6.0,11.0,673.0,54.0,180.0,304.0,192.0,3.0,14.0,460.0,2,0,0,8.0,8.0,0.0,0.0,0.0,0.0,2022,Brentford
2022-08-30,19:30,Premier League,Matchweek 5,Tue,Away,D,1,1,Crystal Palace,1.4,1.0,51.0,25043.0,Ivan Toney,4-3-3,Simon Hooper,Match Report,,9.0,3.0,10.7,0.0,0,0,4.0,0,0,0,411.0,529.0,7103.0,2840.0,20.0,6.0,18.0,2.0,14.0,13.0,8.0,626.0,60.0,189.0,304.0,136.0,6.0,21.0,406.0,2,0,0,8.0,11.0,0.0,0.0,0.0,0.0,2022,Brentford
2022-09-03,15:00,Premier League,Matchweek 6,Sat,Home,W,5,2,Leeds United,2.3,1.7,32.0,17092.0,Pontus Jansson,4-3-3,Robert Jones,Match Report,,13.0,7.0,18.8,2.0,1,1,6.0,0,0,0,162.0,252.0,3324.0,1639.0,20.0,2.0,22.0,9.0,24.0,17.0,11.0,387.0,62.0,165.0,153.0,72.0,13.0,25.0,159.0,2,0,0,8.0,9.0,1.0,1.0,0.0,0.0,2022,Brentford
