Date,Time,Round,Day,Venue,Opponent,Season,Team,Result_rolling,GF_rolling,GA_rolling,Poss_rolling,Attendance_rolling,Sh_rolling,SoT_rolling,Dist_rolling,FK_rolling,PK_rolling,PKatt_rolling,SoTA_rolling,PKA_rolling,PKsv_rolling,PKm_rolling,Cmp_Total_rolling,Att_Total_rolling,TotDist_rolling,PrgDist_rolling,TI_rolling,CK_rolling,SCA_rolling,GCA_rolling,Tkl_Defensive_rolling,TklW_Defensive_rolling,Blocks_Defensive_rolling,Touches_rolling,Def Pen_rolling,Def 3rd_rolling,Mid 3rd_rolling,Att 3rd_rolling,Dribbles_Succ_rolling,Dribles_Att_rolling,Rec_rolling,CrdY_rolling,CrdR_rolling,2CrdY_rolling,Fls_rolling,Fld_rolling,Off_rolling,PKwon_rolling,PKcon_rolling,OG_rolling
2017-09-25,20,6,1,0,25,2017,0,1.0,1.4,1.6,60.6,48558.4,16.2,5.4,17.5,0.2,0.0,0.0,4.6,0.0,0.0,0.0,526.2,644.6,8902.2,3081.6,20.2,6.4,30.2,2.4,17.2,13.2,7.2,747.0,54.0,192.2,360.6,201.2,11.0,15.2,522.8,1.4,0.0,0.0,11.6,8.6,3.8,0.0,0.0,0.0
2017-10-01,12,7,7,0,4,2017,0,1.0,1.0,1.0,60.8,48507.8,13.8,4.4,17.380000000000003,0.8,0.2,0.2,4.4,0.0,0.0,0.0,526.2,640.4,8894.8,3118.8,19.8,6.0,25.4,1.4,15.6,11.6,7.0,741.2,54.0,185.8,361.6,200.4,10.4,15.2,522.8,1.6,0.0,0.0,11.4,9.6,2.8,0.2,0.0,0.0
2017-10-14,17,8,6,1,24,2017,0,1.4,1.4,0.8,58.4,54491.6,15.2,4.8,17.44,1.2,0.2,0.2,3.8,0.0,0.0,0.0,518.6,630.2,8672.8,2997.0,19.0,5.4,27.2,2.0,15.6,11.6,8.0,734.6,57.8,184.6,353.2,202.8,9.2,13.8,516.0,1.6,0.0,0.0,10.6,10.2,2.6,0.2,0.0,0.0
2017-10-22,13,9,7,1,9,2017,0,1.4,1.6,0.4,58.8,47927.2,15.4,6.0,18.24,1.2,0.2,0.2,2.2,0.2,0.0,0.0,518.4,631.8,8820.4,3048.0,18.4,5.8,27.4,2.2,16.6,11.8,9.0,736.8,57.8,189.0,347.6,205.4,7.8,11.6,515.0,0.8,0.0,0.0,10.8,10.6,1.6,0.2,0.2,0.0
2017-10-28,15,10,6,0,22,2017,0,1.4,2.0,0.8,60.6,43912.6,18.0,7.0,18.44,1.4,0.2,0.2,2.4,0.2,0.0,0.0,529.4,639.6,8944.6,3106.8,19.2,5.2,31.2,3.2,15.8,11.2,9.8,744.4,55.6,193.8,349.4,205.8,8.4,11.8,525.8,1.0,0.0,0.0,10.8,11.6,1.0,0.2,0.2,0.0
2017-11-05,14,11,7,1,15,2017,0,1.6,2.4,1.0,65.2,47515.6,19.2,7.6,18.22,1.4,0.2,0.2,2.0,0.2,0.0,0.0,589.8,700.4,9997.4,3327.2,20.8,6.0,33.6,3.8,15.2,10.8,7.8,796.8,49.4,179.8,378.0,243.2,7.8,11.4,586.0,0.4,0.0,0.0,9.6,11.2,1.0,0.2,0.2,0.0
2017-11-18,12,12,6,0,23,2017,0,1.2,2.2,1.6,60.0,46546.0,17.4,7.2,18.5,1.0,0.0,0.0,2.6,0.4,0.0,0.0,556.6,666.8,9379.6,3180.0,22.4,5.6,30.6,3.6,15.4,11.0,8.2,758.0,49.4,182.0,359.6,219.4,6.2,9.2,552.4,1.4,0.0,0.0,11.0,10.6,1.6,0.0,0.4,0.0
2017-11-26,14,13,7,1,5,2017,0,1.2,2.2,1.6,55.8,46576.4,15.2,6.6,18.1,0.8,0.0,0.0,3.2,0.4,0.0,0.0,490.2,609.4,8483.0,3096.8,23.2,5.8,27.0,3.8,16.0,10.8,7.8,709.2,53.2,195.4,326.6,190.2,5.6,9.0,485.2,2.2,0.0,0.0,11.8,12.0,2.8,0.0,0.4,0.0
2017-11-29,19,14,3,0,11,2017,0,1.6,2.2,1.2,57.8,46844.0,16.8,5.6,18.46,0.8,0.2,0.2,3.2,0.2,0.0,0.0,508.8,628.4,8561.2,3092.2,24.2,5.8,29.8,4.0,14.6,10.2,6.4,722.4,49.0,188.6,334.8,202.6,8.0,11.6,504.4,2.2,0.0,0.0,12.6,12.0,3.4,0.2,0.2,0.0
2017-12-02,17,15,6,0,16,2017,0,1.6,2.2,0.8,58.2,50863.2,15.0,4.0,18.18,0.6,0.2,0.2,3.2,0.2,0.0,0.0,546.8,664.8,9502.2,3415.8,21.6,5.8,27.6,4.2,16.0,10.8,5.8,757.2,47.0,186.2,370.6,204.4,7.2,11.4,541.8,2.0,0.0,0.0,11.8,11.2,3.6,0.2,0.2,0.0
2017-12-10,12,16,7,1,20,2017,0,1.2,2.0,1.2,58.8,50874.0,18.2,5.8,18.240000000000002,1.0,0.2,0.2,3.6,0.2,0.0,0.0,518.6,637.0,8844.4,3319.4,21.8,7.2,33.0,4.0,16.4,11.0,7.2,732.4,48.2,184.0,341.6,212.0,8.4,12.4,513.6,2.6,0.0,0.0,12.2,11.4,4.0,0.2,0.2,0.0
2017-12-13,20,17,3,1,26,2017,0,1.4,2.0,0.8,63.6,46345.4,19.2,6.4,18.259999999999998,1.0,0.2,0.2,3.2,0.0,0.0,0.0,578.0,699.8,9819.6,3526.4,20.2,7.2,35.0,4.0,15.8,10.6,7.6,793.4,47.6,184.8,361.6,253.0,9.2,13.0,572.6,1.8,0.0,0.0,11.2,10.8,3.6,0.2,0.0,0.0
2017-12-16,15,18,6,0,17,2017,0,1.2,1.6,0.8,68.8,45823.6,20.8,6.0,19.28,1.2,0.2,0.2,2.4,0.0,0.0,0.0,645.0,761.2,11003.4,3719.4,20.2,7.2,38.8,3.2,15.6,10.8,8.0,850.2,42.0,177.4,386.6,292.6,10.8,14.4,639.0,1.0,0.0,0.0,10.8,9.4,2.0,0.2,0.0,0.0
2017-12-22,19,19,5,0,14,2017,0,1.2,1.6,0.8,70.2,53355.0,22.0,6.8,18.279999999999998,1.2,0.0,0.0,2.4,0.0,0.0,0.0,669.4,785.2,11603.0,3949.6,20.4,7.6,41.0,3.0,16.8,10.2,8.8,881.4,43.0,180.2,397.8,310.6,12.2,16.6,663.0,1.4,0.0,0.0,10.6,9.4,1.6,0.0,0.0,0.0
2017-12-28,20,20,4,1,8,2017,0,1.0,1.2,1.4,67.2,53379.8,20.0,6.4,19.22,1.2,0.0,0.0,3.6,0.0,0.0,0.0,604.4,727.4,10269.0,3541.0,22.4,7.6,37.0,2.0,16.6,10.6,9.0,827.6,48.8,177.2,358.6,299.6,12.4,16.6,598.6,1.6,0.0,0.0,10.4,9.6,1.8,0.0,0.0,0.0
2017-12-31,16,21,7,1,25,2017,0,1.4,1.6,1.2,65.0,46622.8,16.6,5.4,19.580000000000002,1.0,0.0,0.0,3.2,0.0,0.0,0.0,601.6,723.6,10388.6,3522.0,22.0,6.0,30.8,2.6,17.2,10.6,8.4,828.6,54.6,196.0,368.0,272.4,13.2,18.6,594.6,1.2,0.0,0.0,9.6,10.0,1.6,0.0,0.0,0.0
2018-01-03,19,22,3,0,7,2017,0,1.4,1.6,1.2,64.6,45538.8,17.2,5.0,19.84,1.2,0.0,0.0,3.2,0.2,0.0,0.0,576.6,699.4,10016.8,3416.4,21.8,6.2,31.4,2.2,17.0,11.0,8.8,809.2,58.8,200.6,361.4,255.2,13.4,19.4,569.8,1.4,0.0,0.0,9.4,10.6,1.8,0.0,0.2,0.0
2018-01-14,13,23,7,1,2,2017,0,1.4,2.0,1.6,62.4,46030.4,15.6,5.6,18.839999999999996,1.0,0.0,0.0,4.4,0.4,0.0,0.0,555.6,676.0,9701.2,3443.4,19.4,6.8,28.2,2.6,16.8,11.2,8.6,785.4,62.2,200.8,361.2,230.6,13.0,19.6,549.6,2.0,0.0,0.0,9.8,11.2,2.2,0.0,0.4,0.0
2018-01-20,15,24,6,0,8,2017,0,1.0,2.0,2.0,60.0,36321.8,13.4,5.2,19.32,1.0,0.0,0.0,5.0,0.4,0.0,0.0,507.8,635.4,8824.6,3159.2,20.0,6.4,24.0,2.8,17.6,13.2,11.6,747.4,65.8,210.4,339.2,204.0,10.0,15.6,501.6,2.0,0.0,0.0,9.2,10.8,2.8,0.0,0.4,0.0
2018-01-30,19,25,2,1,22,2017,0,1.2,2.2,1.6,61.8,36317.2,14.4,6.4,18.08,1.0,0.0,0.0,4.2,0.4,0.0,0.0,557.2,674.6,9501.6,3328.0,16.2,6.0,26.2,3.2,17.8,12.6,12.2,787.2,67.6,222.0,347.4,223.4,11.0,16.4,551.6,1.8,0.0,0.0,8.6,10.2,2.8,0.0,0.4,0.0
2018-02-03,17,26,6,0,9,2017,0,0.8,1.8,1.8,63.8,35328.6,13.0,5.4,17.580000000000002,0.8,0.0,0.0,4.6,0.4,0.0,0.0,613.0,724.6,10282.4,3361.0,16.4,5.8,24.4,2.8,15.8,9.8,13.4,829.2,63.0,202.8,382.2,249.4,9.4,13.8,607.8,2.2,0.0,0.0,8.8,8.6,2.8,0.0,0.4,0.0
2018-02-10,12,27,6,1,23,2017,0,1.0,2.6,1.8,62.2,41945.2,13.2,6.0,16.16,0.6,0.0,0.0,4.4,0.2,0.0,0.0,596.4,704.0,9902.8,3268.2,15.4,5.4,25.0,4.6,17.8,11.6,13.2,812.4,62.6,206.2,378.8,231.8,9.2,13.2,591.6,2.0,0.0,0.0,8.6,7.4,2.6,0.0,0.2,0.0
2018-03-01,19,28,4,0,15,2017,0,0.8,2.2,1.6,60.6,46713.8,11.6,5.0,16.78,0.6,0.0,0.0,4.4,0.0,0.0,0.0,577.2,686.4,9534.6,3104.6,15.6,3.8,22.2,4.2,17.0,11.0,13.4,792.2,70.2,221.4,365.2,210.0,8.2,11.6,572.4,1.6,0.0,0.0,8.2,7.8,3.4,0.0,0.0,0.0
2018-03-04,13,29,7,1,4,2017,0,0.8,2.0,1.8,58.0,56230.6,11.0,5.2,17.220000000000002,0.8,0.0,0.2,4.4,0.0,0.0,0.0,580.0,683.8,9773.6,3152.4,16.4,4.0,21.8,3.8,17.6,11.2,12.2,783.6,65.2,207.4,371.2,210.4,8.8,12.8,575.0,1.4,0.0,0.0,8.4,8.8,2.6,0.2,0.0,0.0
2018-03-11,13,32,7,0,24,2017,0,0.4,1.4,2.0,58.8,50477.4,10.8,4.6,17.94,0.8,0.0,0.2,4.6,0.0,0.0,0.0,558.4,666.0,9373.8,3000.8,18.8,5.2,21.0,2.8,15.8,10.6,11.8,761.2,60.4,193.4,361.6,210.8,9.4,13.8,552.6,2.0,0.0,0.0,9.6,9.6,2.0,0.2,0.0,0.0
2018-04-01,13,31,7,0,21,2017,0,0.8,1.8,1.4,55.8,58139.8,11.2,5.2,17.78,0.8,0.0,0.2,4.6,0.0,0.2,0.0,474.6,584.4,8005.8,2841.0,17.6,5.4,21.2,3.4,17.8,13.2,11.4,689.6,67.0,207.6,316.8,169.0,10.0,14.8,469.8,1.8,0.0,0.0,10.4,10.6,2.4,0.2,0.2,0.0
2018-04-08,14,36,7,0,20,2017,0,0.8,1.4,1.2,58.2,58152.8,12.6,5.6,18.42,0.6,0.4,0.6,4.6,0.0,0.2,0.0,491.8,606.0,8302.0,2951.6,18.6,5.8,24.4,2.6,16.6,11.2,11.2,707.2,66.4,207.8,331.6,173.0,10.2,15.0,487.0,1.6,0.0,0.0,10.6,11.6,2.8,0.6,0.2,0.0
2018-04-15,13,33,7,1,17,2017,0,1.2,2.0,1.4,61.0,53383.2,14.0,6.8,18.22,0.6,0.4,0.6,4.8,0.0,0.2,0.0,529.4,646.4,8745.8,2934.2,21.4,7.0,27.0,3.6,16.4,10.6,11.8,748.4,59.2,195.6,356.0,201.4,9.2,14.0,524.6,1.8,0.2,0.0,11.0,10.4,1.8,0.6,0.2,0.0
2018-04-22,13,34,7,0,26,2017,0,1.2,2.2,1.2,66.0,52141.2,15.2,6.6,17.72,0.6,0.4,0.4,4.6,0.0,0.2,0.0,562.8,678.8,9208.0,3035.4,20.2,6.8,28.2,4.0,16.6,10.2,9.8,781.4,61.2,205.0,372.4,208.8,9.2,14.4,558.0,1.6,0.2,0.0,10.6,10.4,2.2,0.4,0.2,0.0
2018-04-29,16,35,7,1,16,2017,0,1.6,2.8,1.0,66.0,57901.6,16.2,6.8,17.96,0.6,0.4,0.4,4.2,0.0,0.2,0.0,569.0,682.2,9320.0,3115.8,20.2,6.2,29.6,5.2,15.4,9.2,10.8,786.0,60.4,202.0,377.4,211.6,8.2,13.2,564.0,1.6,0.2,0.0,10.4,9.8,2.4,0.4,0.2,0.0
2018-05-06,16,37,7,0,5,2017,0,1.2,2.4,1.4,62.4,61082.4,15.6,6.0,18.68,0.6,0.4,0.4,3.8,0.0,0.0,0.0,557.2,667.6,9192.6,3024.0,20.4,5.4,28.2,4.4,16.8,10.4,12.2,771.6,62.0,207.8,372.4,197.6,9.2,13.8,552.0,1.4,0.2,0.0,9.4,10.4,1.6,0.4,0.0,0.0
2018-05-09,19,30,3,1,13,2017,0,1.2,2.8,1.4,61.2,61116.2,14.4,5.8,18.0,0.6,0.0,0.0,3.8,0.0,0.0,0.0,565.0,669.2,9314.2,2999.2,19.6,5.0,25.6,5.2,16.0,10.2,12.6,771.6,61.8,203.2,366.6,207.2,9.6,13.8,558.8,1.2,0.2,0.0,8.8,9.2,1.0,0.0,0.0,0.0
2018-05-13,15,38,7,1,11,2017,0,0.8,2.4,1.6,60.2,55660.4,14.6,5.8,17.14,0.4,0.0,0.0,4.4,0.2,0.0,0.0,522.2,623.6,8762.4,3018.2,19.0,4.6,25.2,4.4,17.4,11.6,11.8,725.0,64.0,207.4,337.4,186.8,11.8,16.2,515.8,1.2,0.2,0.0,9.0,9.0,1.0,0.0,0.2,0.0
2018-08-12,16,1,7,0,15,2018,0,1.2,2.4,1.2,57.0,50042.8,13.4,6.0,16.84,0.4,0.0,0.0,4.2,0.2,0.0,0.0,487.6,586.4,8124.8,2915.2,20.0,4.4,23.4,4.4,14.6,10.4,13.2,689.6,71.0,211.6,312.0,172.2,12.4,15.8,480.4,1.2,0.2,0.0,8.6,8.8,1.0,0.0,0.2,0.0
2018-08-18,17,2,6,1,7,2018,0,0.8,1.6,1.4,52.0,50145.2,11.2,5.0,16.880000000000003,0.2,0.0,0.0,5.0,0.2,0.0,0.0,439.0,538.2,7507.6,2702.4,19.2,3.2,20.0,2.8,18.2,12.6,13.0,646.0,79.8,226.0,286.4,140.4,11.2,14.2,432.6,1.0,0.2,0.0,8.6,9.6,2.2,0.0,0.2,0.0
2018-08-25,15,3,6,0,26,2018,0,0.8,1.8,1.6,51.4,43236.4,12.6,5.6,16.499999999999996,0.2,0.0,0.0,6.8,0.2,0.0,0.0,438.6,538.2,7657.8,2719.8,19.0,3.4,23.0,3.0,15.4,10.0,11.8,642.2,79.0,228.2,274.8,145.6,9.6,13.2,432.0,1.2,0.2,0.0,9.0,9.6,2.6,0.0,0.2,0.0
2018-09-02,13,4,7,1,6,2018,0,0.8,1.4,1.8,51.0,43294.4,12.8,6.0,17.36,0.4,0.0,0.0,7.4,0.2,0.0,0.0,412.8,516.4,7294.2,2690.6,18.8,4.0,23.2,2.0,16.0,10.6,12.4,622.8,78.6,222.6,269.6,136.8,9.0,13.6,406.8,1.4,0.2,0.0,11.0,10.8,3.2,0.0,0.2,0.0
2018-09-15,15,5,6,1,17,2018,0,1.2,1.8,1.6,53.6,43338.6,13.4,6.8,17.72,0.4,0.0,0.0,6.0,0.0,0.0,0.0,444.4,548.6,7689.2,2755.0,19.2,4.6,24.8,3.0,14.6,9.8,11.8,655.4,76.6,218.0,295.6,147.4,7.4,12.0,437.8,1.8,0.0,0.0,11.4,12.0,3.2,0.0,0.0,0.0
2018-09-23,16,6,7,0,9,2018,0,1.2,2.0,1.8,55.2,48947.2,14.0,6.4,17.52,0.4,0.0,0.0,5.8,0.0,0.0,0.0,461.4,564.8,7986.2,2789.4,17.2,4.6,26.2,3.2,15.4,9.2,10.4,669.4,73.0,214.6,307.8,152.4,6.2,11.2,456.0,1.8,0.0,0.0,12.2,12.6,3.0,0.0,0.0,0.0
2018-09-29,15,7,6,0,24,2018,0,1.6,2.4,1.4,59.2,48953.2,14.0,6.8,17.439999999999998,0.4,0.0,0.0,5.4,0.0,0.0,0.0,491.8,597.4,8564.0,2939.2,19.8,5.2,26.0,4.0,14.8,8.8,10.4,701.0,68.0,210.0,328.0,167.6,6.4,12.2,485.0,1.8,0.0,0.0,13.4,12.4,1.8,0.0,0.0,0.0
2018-10-07,12,8,7,1,10,2018,0,2.0,2.4,0.8,64.2,52858.8,12.8,6.0,17.0,0.4,0.0,0.0,4.2,0.0,0.0,0.0,510.0,621.8,8665.8,3026.2,20.0,6.2,23.2,3.8,14.0,8.6,10.6,724.2,69.2,206.6,341.6,180.4,6.8,12.8,503.6,1.8,0.0,0.0,13.8,13.4,1.4,0.0,0.0,0.0
2018-10-22,20,9,1,0,13,2018,0,2.0,2.8,0.8,62.4,45973.0,11.2,5.4,16.54,0.2,0.0,0.0,4.0,0.0,0.0,0.0,499.2,613.0,8533.6,3009.2,22.2,5.2,20.4,5.0,15.2,9.2,10.6,718.8,72.6,221.2,334.2,167.6,6.6,12.6,493.4,1.6,0.0,0.0,13.0,13.0,1.0,0.0,0.0,0.0
2018-10-28,13,10,7,1,8,2018,0,2.0,2.8,0.6,61.6,51487.0,11.6,4.4,16.860000000000003,0.6,0.0,0.0,3.8,0.0,0.0,0.0,511.8,625.4,8637.4,3018.8,21.6,4.6,21.6,5.0,17.0,9.6,11.8,731.8,73.8,231.2,332.2,174.2,7.8,13.6,505.8,1.2,0.0,0.0,12.2,12.4,1.2,0.0,0.0,0.2
2018-11-03,17,11,6,0,14,2018,0,1.8,2.8,0.8,60.4,46197.6,10.6,4.4,17.560000000000002,0.8,0.0,0.0,4.0,0.4,0.0,0.0,502.0,614.6,8452.4,2860.8,22.0,4.6,18.8,5.0,19.0,10.8,13.0,727.2,72.8,231.0,335.4,167.0,8.0,13.8,496.6,1.6,0.0,0.0,13.2,11.6,1.0,0.0,0.4,0.2
2018-11-11,16,12,7,0,27,2018,0,1.6,2.6,1.0,60.2,46203.4,11.2,4.2,16.96,0.8,0.0,0.0,3.6,0.4,0.0,0.0,511.2,622.2,8457.2,2859.4,21.8,4.6,20.6,4.6,19.2,10.6,12.6,735.0,71.6,232.4,344.0,165.8,7.8,13.6,507.2,1.4,0.0,0.0,11.2,10.6,2.2,0.0,0.4,0.2
2018-11-25,13,13,7,1,2,2018,0,1.4,2.4,1.2,61.8,46205.6,11.4,4.4,18.1,0.8,0.0,0.0,3.6,0.4,0.0,0.0,551.2,663.6,9154.8,2963.0,23.6,5.6,20.2,4.6,19.6,11.6,11.6,771.6,64.4,213.8,385.4,179.0,8.2,14.6,546.0,1.4,0.0,0.0,10.8,10.2,2.2,0.0,0.4,0.2
2018-12-02,14,14,7,0,23,2018,0,1.4,1.8,1.2,63.0,43283.8,13.6,3.8,18.339999999999996,0.8,0.0,0.0,3.8,0.4,0.0,0.0,564.6,680.2,9260.4,2912.8,23.8,6.8,22.8,3.0,19.4,11.8,12.2,786.4,63.2,204.4,389.2,200.0,7.2,13.4,559.0,1.6,0.0,0.0,10.2,9.2,2.4,0.0,0.4,0.2
2018-12-05,20,15,3,1,16,2018,0,1.4,2.0,1.4,61.2,43301.2,14.0,3.6,18.26,0.4,0.2,0.2,4.6,0.6,0.0,0.0,523.6,636.2,8974.4,2819.6,23.4,7.2,23.0,3.0,20.8,12.8,13.2,749.6,60.6,206.4,364.8,183.8,5.6,12.0,518.4,1.8,0.0,0.0,11.2,10.6,3.0,0.0,0.6,0.0
2018-12-08,15,16,6,0,11,2018,0,1.4,2.0,1.4,60.8,53059.0,14.4,4.0,17.4,0.0,0.2,0.2,5.4,0.2,0.0,0.0,522.4,636.6,8925.8,2863.4,24.0,7.2,24.2,2.6,18.2,11.6,11.6,743.6,61.0,209.2,347.2,191.8,6.0,11.8,515.8,2.0,0.0,0.0,10.0,11.4,3.6,0.0,0.2,0.0
2018-12-16,13,17,7,1,20,2018,0,1.6,2.0,1.2,61.0,53039.0,14.8,3.6,17.9,0.0,0.2,0.2,4.6,0.2,0.0,0.0,505.0,621.8,8717.0,2809.2,23.0,7.6,24.6,2.6,17.6,11.4,11.0,728.2,60.0,209.4,338.2,185.0,5.6,11.4,497.2,2.8,0.0,0.0,11.2,13.8,2.6,0.0,0.2,0.0
2018-12-22,12,18,6,0,5,2018,0,1.4,2.2,1.6,60.0,46932.4,15.4,3.8,17.580000000000002,0.0,0.2,0.2,5.0,0.2,0.0,0.0,488.2,600.4,8624.4,2815.4,24.0,6.4,26.6,2.8,18.2,11.0,12.8,715.0,62.0,232.2,322.0,166.8,4.8,10.6,480.6,2.6,0.0,0.0,11.4,13.0,2.8,0.0,0.2,0.0
2018-12-26,17,19,3,1,4,2018,0,1.4,2.4,1.6,60.4,56672.6,13.6,4.2,16.839999999999996,0.2,0.2,0.2,4.4,0.2,0.0,0.0,488.2,591.2,8765.6,2790.6,22.4,5.0,24.0,3.4,17.6,9.6,11.8,703.4,60.2,230.2,329.2,150.0,5.8,11.4,481.2,2.8,0.0,0.0,11.6,14.6,2.8,0.0,0.2,0.0
2018-12-29,17,20,6,1,14,2018,0,1.2,1.8,1.4,62.0,50799.6,10.8,4.0,17.259999999999998,0.2,0.0,0.0,3.8,0.0,0.0,0.0,533.8,636.0,9186.2,2868.8,22.4,5.2,19.0,2.4,13.6,7.6,10.4,737.2,61.8,219.6,370.2,153.8,6.8,12.4,527.6,2.4,0.0,0.0,9.4,13.4,2.0,0.0,0.0,0.0
2019-01-01,15,21,2,0,10,2018,0,1.0,1.6,2.0,61.4,46563.4,10.6,3.6,17.419999999999998,0.2,0.0,0.0,4.4,0.4,0.0,0.0,536.0,636.4,9252.8,2928.4,21.0,5.0,19.0,2.8,14.6,8.6,10.6,736.0,62.8,218.0,379.0,145.2,6.4,13.0,530.2,2.2,0.0,0.0,10.0,12.2,2.4,0.0,0.4,0.0
2019-01-12,12,22,6,1,26,2018,0,1.0,2.2,2.2,61.0,46562.2,11.0,4.8,16.259999999999998,0.2,0.0,0.0,5.2,0.4,0.0,0.0,538.2,642.0,9200.6,2963.8,21.6,5.2,19.4,3.6,14.2,8.6,10.6,740.4,63.8,216.2,373.2,156.2,8.4,15.4,532.6,1.2,0.0,0.0,8.8,10.8,2.8,0.0,0.4,0.0
2019-01-19,17,23,6,0,7,2018,0,1.0,1.8,1.8,59.4,52652.0,10.6,4.4,15.940000000000001,0.2,0.0,0.0,4.4,0.4,0.0,0.0,523.0,623.2,8883.8,2893.8,19.2,4.8,18.6,3.0,14.4,8.6,8.6,713.6,66.0,212.6,352.4,153.6,10.2,16.0,517.8,1.4,0.0,0.0,8.8,10.0,3.0,0.0,0.4,0.0
2019-01-29,19,24,2,0,6,2018,0,1.0,1.6,1.6,54.6,52749.2,11.0,4.2,15.660000000000002,0.0,0.0,0.0,4.2,0.4,0.0,0.0,483.4,585.8,8290.0,2832.2,19.6,5.6,19.8,2.8,18.0,11.4,7.6,686.0,71.8,226.8,312.0,151.8,10.2,16.0,478.4,1.0,0.0,0.0,9.4,10.2,2.8,0.0,0.4,0.0
2019-02-03,16,25,7,1,15,2018,0,1.2,1.8,1.6,55.2,58614.2,12.4,4.0,15.16,0.0,0.2,0.2,4.0,0.4,0.0,0.0,459.6,562.0,7769.2,2799.6,21.0,4.6,23.2,3.4,19.2,11.8,7.8,668.8,72.0,222.2,284.0,166.2,9.8,14.8,453.4,1.4,0.0,0.0,11.4,10.6,2.6,0.2,0.4,0.0
2019-02-09,15,26,6,1,11,2018,0,1.2,1.8,1.2,53.0,58845.6,11.6,4.0,15.48,0.0,0.2,0.2,4.4,0.0,0.0,0.0,433.8,536.6,7252.2,2585.8,22.0,4.4,21.6,3.2,17.6,10.6,8.8,643.8,74.2,220.2,269.0,158.6,10.4,14.8,428.4,1.2,0.0,0.0,10.4,11.2,1.6,0.2,0.0,0.0
2019-02-24,14,27,7,0,20,2018,0,1.2,1.4,1.2,50.0,51704.6,10.2,3.2,15.6,0.0,0.2,0.2,4.8,0.0,0.0,0.0,406.4,506.6,6894.6,2509.4,21.6,2.8,18.8,2.8,18.2,11.4,10.0,619.4,76.4,225.4,264.8,134.2,9.8,14.4,401.8,1.6,0.0,0.0,11.4,12.0,1.0,0.2,0.0,0.0
2019-02-27,19,28,3,0,2,2018,0,1.6,1.8,1.0,50.8,51690.8,10.4,3.6,14.979999999999999,0.0,0.2,0.2,5.0,0.0,0.0,0.0,408.8,517.2,6879.8,2497.0,25.4,3.4,18.8,3.0,17.8,11.6,11.8,640.2,76.4,229.4,272.0,142.8,9.8,14.4,403.2,1.2,0.0,0.0,10.8,13.4,1.0,0.2,0.0,0.0
2019-03-02,12,29,6,1,23,2018,0,1.6,2.4,1.2,56.4,51618.6,11.0,4.0,15.5,0.2,0.2,0.2,5.8,0.0,0.0,0.0,470.2,577.0,7763.4,2629.2,25.8,4.2,20.0,4.2,12.2,8.4,13.4,689.6,70.4,224.2,309.2,160.4,9.2,14.0,464.6,1.6,0.0,0.0,10.4,12.0,1.6,0.2,0.0,0.0
2019-03-10,16,32,7,0,16,2018,0,1.4,2.2,1.2,50.4,55898.4,9.8,3.8,15.2,0.2,0.0,0.2,6.0,0.2,0.0,0.0,407.4,525.0,6973.0,2398.6,24.8,4.2,17.6,3.8,14.2,9.0,14.0,635.0,68.0,225.0,284.4,130.6,9.6,16.0,402.4,1.4,0.2,0.0,10.4,12.6,1.8,0.2,0.2,0.0
2019-04-01,20,31,1,0,17,2018,0,1.8,2.4,0.6,51.4,57001.8,11.6,3.6,15.36,0.2,0.2,0.4,4.4,0.2,0.0,0.0,400.6,519.2,6933.6,2485.2,24.6,4.8,20.8,4.2,15.8,9.6,14.2,632.6,64.6,217.2,279.8,140.8,8.4,15.0,396.2,1.6,0.2,0.0,11.2,14.2,2.8,0.4,0.2,0.0
2019-04-07,14,36,7,1,9,2018,0,1.8,2.4,0.4,56.4,64139.2,11.2,3.4,15.959999999999999,0.2,0.2,0.4,3.4,0.2,0.0,0.0,462.8,580.6,7708.4,2607.6,25.2,6.0,20.2,3.8,14.8,8.8,13.0,684.6,58.2,204.2,315.4,171.2,7.6,14.4,458.2,1.6,0.2,0.0,11.0,13.0,3.0,0.4,0.2,0.0
2019-04-15,20,33,1,1,24,2018,0,1.4,2.0,0.6,55.4,60043.8,10.2,3.0,16.22,0.2,0.2,0.4,3.8,0.2,0.0,0.0,446.4,563.2,7468.8,2539.8,21.6,6.0,19.0,3.6,16.2,10.0,13.4,665.2,61.0,211.4,298.8,161.2,7.6,15.2,442.8,2.4,0.2,0.0,11.4,11.8,2.8,0.4,0.2,0.0
2019-04-21,16,34,7,0,8,2018,0,1.4,1.2,0.4,55.6,52216.2,10.8,2.6,16.56,0.0,0.2,0.4,3.2,0.2,0.0,0.0,443.4,562.4,7425.8,2571.8,19.6,5.0,19.6,1.6,17.2,10.0,12.8,668.0,61.6,197.0,321.2,156.2,7.2,15.0,438.8,2.0,0.2,0.0,10.8,12.6,2.8,0.4,0.2,0.0
2019-04-24,19,30,3,1,27,2018,0,1.2,1.4,0.8,62.0,47935.6,11.6,3.2,16.46,0.0,0.2,0.2,4.0,0.0,0.0,0.0,522.0,631.8,8713.2,2812.8,21.0,5.8,20.4,1.6,15.6,9.2,11.8,737.8,57.0,186.2,359.4,199.2,8.8,16.2,517.4,2.4,0.0,0.0,11.0,12.0,2.8,0.2,0.0,0.0
