Date,Time,Round,Day,Venue,Opponent,Season,Team,Result_rolling,GF_rolling,GA_rolling,Poss_rolling,Attendance_rolling,Sh_rolling,SoT_rolling,Dist_rolling,FK_rolling,PK_rolling,PKatt_rolling,SoTA_rolling,PKA_rolling,PKsv_rolling,PKm_rolling,Cmp_Total_rolling,Att_Total_rolling,TotDist_rolling,PrgDist_rolling,TI_rolling,CK_rolling,SCA_rolling,GCA_rolling,Tkl_Defensive_rolling,TklW_Defensive_rolling,Blocks_Defensive_rolling,Touches_rolling,Def Pen_rolling,Def 3rd_rolling,Mid 3rd_rolling,Att 3rd_rolling,Dribbles_Succ_rolling,Dribles_Att_rolling,Rec_rolling,CrdY_rolling,CrdR_rolling,2CrdY_rolling,Fls_rolling,Fld_rolling,Off_rolling,PKwon_rolling,PKcon_rolling,OG_rolling
2021-02-28,12,26,7,0,10,2020,8,1.2,1.0,1.4,40.0,0.0,8.2,2.6,18.3,0.4,0.0,0.0,5.0,0.0,0.0,0.0,322.0,420.6,5452.6,2288.0,18.4,2.4,14.4,1.6,15.4,7.8,11.2,520.4,61.4,188.4,224.0,116.6,8.6,15.4,315.2,1.2,0.0,0.0,9.4,10.8,1.6,0.0,0.0,0.0
2021-03-03,20,29,3,0,16,2020,8,1.0,0.8,1.4,38.4,0.0,6.6,2.2,17.46,0.0,0.0,0.0,5.0,0.0,0.0,0.0,289.4,392.0,5040.4,2215.8,19.0,2.4,11.8,1.2,16.6,8.2,14.2,498.4,65.8,194.6,204.0,107.4,8.0,15.2,283.4,1.2,0.0,0.0,10.0,11.6,1.6,0.0,0.0,0.0
2021-03-07,19,27,7,1,23,2020,8,0.8,0.4,1.2,38.0,0.0,7.0,2.0,17.4,0.2,0.0,0.0,4.2,0.0,0.0,0.0,285.4,385.8,5110.2,2275.8,20.8,3.0,12.6,0.8,17.6,9.4,12.8,494.2,66.4,203.4,195.0,102.4,8.4,14.6,279.6,0.8,0.0,0.0,8.6,11.6,1.4,0.0,0.0,0.0
2021-03-13,15,28,6,0,25,2020,8,0.8,0.6,1.6,38.8,0.0,6.4,1.6,16.52,0.2,0.0,0.0,3.8,0.0,0.0,0.0,291.0,396.8,5187.2,2204.6,21.4,3.4,11.4,1.2,19.0,11.0,13.2,500.2,65.8,194.6,210.4,99.6,9.2,15.6,285.8,1.0,0.0,0.0,10.4,11.8,2.0,0.0,0.0,0.0
2021-04-05,18,32,1,1,9,2020,8,1.2,0.8,1.0,37.0,0.0,4.8,1.6,17.4,0.2,0.2,0.2,3.2,0.0,0.0,0.0,269.6,373.0,4740.8,2027.2,22.8,2.6,9.6,1.4,19.2,12.0,13.4,480.2,70.2,199.8,204.0,80.6,9.0,15.4,266.4,1.6,0.0,0.0,10.6,11.8,1.6,0.0,0.0,0.0
2021-04-10,17,30,6,0,7,2020,8,1.0,0.6,1.0,42.2,0.0,6.8,2.4,18.419999999999998,0.2,0.2,0.2,3.6,0.0,0.0,0.0,322.6,427.4,5573.2,2272.6,22.2,3.4,12.4,1.0,18.2,11.8,13.0,530.6,62.0,198.2,228.0,108.2,9.8,17.0,319.4,1.6,0.0,0.0,11.4,11.8,1.6,0.0,0.0,0.0
2021-04-26,20,36,1,1,13,2020,8,0.8,0.8,1.8,41.4,0.0,6.4,2.6,16.44,0.2,0.2,0.2,4.6,0.0,0.0,0.0,333.0,440.4,5559.4,2233.2,22.0,3.2,11.6,1.4,17.0,11.2,12.4,537.6,64.0,204.6,230.8,106.4,9.8,17.0,329.0,1.6,0.0,0.0,10.8,11.2,1.6,0.0,0.0,0.0
2021-05-01,12,33,6,0,15,2020,8,0.6,1.0,2.2,40.8,0.0,5.6,2.6,15.7,0.0,0.2,0.2,5.4,0.0,0.0,0.0,316.4,429.2,5240.0,2190.2,23.0,2.8,10.6,1.8,15.8,10.4,12.6,522.0,59.2,191.2,229.8,106.4,8.6,17.4,312.6,1.6,0.0,0.0,12.4,11.0,2.0,0.0,0.0,0.0
2021-05-08,15,34,6,1,19,2020,8,0.6,0.8,1.8,39.8,0.0,6.4,3.2,16.64,0.0,0.2,0.2,5.0,0.0,0.0,0.0,303.2,413.2,4974.4,2170.2,24.4,2.2,11.8,1.4,15.8,10.2,13.8,517.6,62.0,197.2,218.6,107.8,8.8,18.4,299.0,1.4,0.0,0.0,10.8,11.2,1.8,0.0,0.0,0.0
2021-05-11,20,31,2,1,20,2020,8,0.6,1.0,1.8,40.8,0.0,9.6,4.2,15.260000000000002,0.2,0.0,0.0,4.8,0.0,0.0,0.0,325.2,431.6,5384.4,2325.6,22.2,3.8,16.8,2.0,16.6,10.4,12.8,535.2,58.2,189.0,234.6,118.8,10.0,20.2,320.2,1.0,0.0,0.0,9.2,10.4,1.8,0.0,0.0,0.0
2021-05-16,12,35,7,0,1,2020,8,0.4,1.0,2.2,38.0,0.0,9.0,3.6,15.02,0.4,0.0,0.2,4.6,0.0,0.0,0.0,287.2,391.2,4810.2,2219.6,22.2,4.6,16.2,2.0,16.6,9.8,12.6,496.4,59.6,174.2,219.0,110.0,10.6,20.8,282.4,1.6,0.0,0.0,9.8,12.4,2.0,0.2,0.0,0.0
2021-05-19,19,37,3,0,0,2020,8,0.8,1.4,1.8,39.8,0.0,13.4,5.0,17.439999999999998,0.8,0.0,0.2,3.8,0.0,0.0,0.0,267.0,371.2,4543.8,2144.2,21.2,6.0,24.2,2.6,16.8,10.8,13.2,483.2,54.0,154.6,212.0,123.8,11.2,20.2,262.4,2.0,0.0,0.0,13.0,12.8,2.2,0.2,0.0,0.0
2021-05-23,16,38,7,1,14,2020,8,0.8,1.4,2.0,39.4,1300.0,15.0,5.8,17.240000000000002,0.8,0.0,0.2,3.4,0.0,0.0,0.0,265.2,366.6,4515.6,2072.8,20.2,6.8,27.2,2.6,18.2,11.6,13.0,484.4,56.0,153.2,212.0,125.8,11.6,19.2,260.8,2.2,0.0,0.0,12.0,11.6,2.2,0.2,0.0,0.0
2021-08-14,15,1,6,1,7,2021,8,0.8,1.4,2.0,39.2,3280.2,14.2,5.8,17.2,1.0,0.0,0.2,3.8,0.0,0.0,0.0,253.6,356.0,4373.2,1987.2,17.6,6.6,26.2,2.6,19.4,12.4,11.6,469.6,59.6,156.2,204.0,115.2,10.6,16.8,249.2,2.2,0.0,0.0,11.8,11.8,1.8,0.2,0.0,0.0
2021-08-21,15,2,6,0,3,2021,8,0.4,1.0,2.6,36.8,11073.2,10.8,4.4,16.14,0.8,0.0,0.2,5.0,0.0,0.0,0.0,258.6,353.2,4507.0,1895.6,16.2,4.8,20.8,1.8,17.4,11.0,11.2,464.2,68.8,178.2,190.8,100.2,9.8,15.2,254.6,2.0,0.0,0.0,12.4,12.6,1.8,0.2,0.0,0.0
2021-08-28,15,3,6,1,26,2021,8,0.6,0.8,2.0,39.8,15691.4,10.2,4.2,15.540000000000001,0.6,0.0,0.0,4.4,0.0,0.0,0.0,279.6,380.2,4928.0,1917.6,19.4,3.8,19.8,1.4,17.0,10.4,11.6,491.8,72.0,193.0,206.2,97.0,9.2,14.6,274.8,2.0,0.0,0.0,12.2,10.2,1.6,0.0,0.0,0.0
2021-09-11,12,4,6,0,23,2021,8,0.4,0.6,2.0,41.4,27641.6,7.4,3.0,14.98,0.2,0.0,0.0,4.2,0.0,0.0,0.0,310.2,407.2,5532.0,2048.2,20.0,3.0,14.8,1.2,16.6,10.0,11.8,520.2,80.6,216.8,220.2,86.8,10.0,16.0,304.8,1.4,0.0,0.0,9.0,9.6,1.6,0.0,0.0,0.0
2021-09-18,15,5,6,1,14,2021,8,0.8,1.0,1.4,47.4,31541.6,8.4,2.4,15.76,0.4,0.2,0.2,3.8,0.0,0.0,0.0,357.2,456.4,6203.0,2231.6,21.6,3.4,16.6,1.8,16.0,10.2,11.4,563.0,77.0,225.4,235.8,106.8,11.6,18.6,351.2,1.4,0.0,0.0,10.2,10.6,1.0,0.0,0.0,0.0
2021-09-27,20,6,1,0,4,2021,8,0.8,1.0,1.6,49.4,39961.4,10.0,2.0,15.680000000000001,0.4,0.2,0.2,4.8,0.0,0.0,0.0,375.6,474.0,6480.8,2282.2,22.0,4.2,19.4,1.8,16.0,10.0,13.4,589.8,75.6,230.8,244.4,121.2,11.4,19.2,370.0,1.2,0.0,0.0,10.8,11.8,1.4,0.0,0.0,0.0
2021-10-03,14,7,7,0,13,2021,8,1.0,1.2,1.2,51.2,36763.4,10.6,2.2,18.34,0.6,0.4,0.4,4.4,0.0,0.0,0.0,387.0,493.0,6575.8,2280.6,23.6,5.0,20.2,2.2,17.2,10.4,15.0,608.8,66.8,212.0,262.4,140.4,9.6,17.2,381.0,1.6,0.0,0.0,11.0,10.8,1.4,0.2,0.0,0.0
2021-10-18,20,8,1,1,0,2021,8,1.0,1.6,1.6,52.6,37145.2,12.8,2.6,18.22,0.6,0.4,0.4,4.8,0.0,0.0,0.0,412.2,520.4,6869.4,2312.8,23.4,4.6,23.6,2.6,17.4,10.4,15.2,635.8,67.2,212.2,278.0,152.4,10.8,17.8,406.8,1.4,0.0,0.0,11.6,11.4,1.6,0.2,0.0,0.0
2021-10-23,15,9,6,0,17,2021,8,1.0,1.6,1.6,51.2,37090.0,12.8,3.4,19.46,0.6,0.4,0.4,5.2,0.0,0.0,0.0,415.4,522.2,6950.0,2312.2,23.4,4.6,22.6,2.2,19.2,12.0,13.2,633.6,63.8,208.6,281.0,151.6,9.2,17.6,409.8,1.6,0.0,0.0,11.0,10.8,1.8,0.2,0.0,0.0
2021-10-30,15,10,6,1,15,2021,8,0.8,1.2,1.8,53.6,36811.8,12.4,3.4,19.080000000000002,0.4,0.2,0.2,5.2,0.0,0.0,0.0,447.6,553.2,7586.8,2402.8,21.4,3.6,21.2,1.6,18.0,10.6,13.2,668.6,68.2,215.0,305.8,155.0,9.0,17.8,442.6,1.8,0.0,0.0,11.0,10.4,2.2,0.2,0.0,0.0
2021-11-06,15,11,6,0,27,2021,8,1.2,1.6,1.2,51.8,37014.6,11.4,3.6,18.34,0.2,0.2,0.2,3.8,0.0,0.0,0.0,442.8,547.4,7590.8,2463.0,20.2,2.8,19.0,2.2,17.4,10.2,13.6,659.4,76.0,223.6,299.4,142.6,8.8,17.0,437.6,2.2,0.0,0.0,11.0,9.4,2.6,0.2,0.0,0.0
2021-11-20,15,12,6,1,5,2021,8,1.4,1.8,1.0,54.4,37297.6,12.6,4.4,16.16,0.0,0.0,0.0,3.4,0.0,0.0,0.0,452.6,556.8,7948.4,2597.2,21.8,2.4,21.4,2.4,19.6,11.2,11.8,674.4,76.2,238.2,303.8,138.4,10.8,19.0,447.0,2.2,0.0,0.0,11.4,10.2,2.6,0.0,0.0,0.0
2021-11-27,15,13,6,0,1,2021,8,1.4,2.0,1.2,54.4,35903.2,12.6,5.2,16.380000000000003,0.2,0.0,0.0,4.2,0.0,0.0,0.0,440.2,540.8,7712.6,2575.8,20.0,3.4,21.2,3.0,17.6,10.2,10.8,656.8,76.6,235.0,294.4,133.6,9.2,18.0,433.4,2.4,0.0,0.0,11.4,10.8,2.2,0.0,0.0,0.0
2021-11-30,20,14,2,1,12,2021,8,1.2,1.8,1.2,58.0,29048.8,12.4,4.6,14.879999999999999,0.2,0.0,0.0,3.6,0.0,0.0,0.0,461.4,566.0,8141.0,2729.6,22.0,4.2,21.4,3.0,17.2,10.0,10.4,676.6,69.6,233.2,294.0,155.0,9.4,18.0,455.2,2.8,0.0,0.0,13.0,11.4,1.8,0.0,0.0,0.0
2021-12-05,14,15,7,1,16,2021,8,1.0,1.6,1.2,51.0,31238.6,11.2,4.2,15.38,0.4,0.0,0.0,4.0,0.2,0.0,0.0,384.4,489.0,6887.0,2524.0,22.8,4.4,19.8,2.6,19.2,10.6,11.4,604.6,72.2,231.8,248.6,129.8,10.4,18.6,378.8,2.8,0.0,0.0,13.4,12.6,1.4,0.0,0.2,0.0
2021-12-12,16,16,7,0,9,2021,8,0.6,1.2,1.4,52.4,35270.2,11.2,4.0,16.16,0.4,0.0,0.0,4.0,0.2,0.0,0.0,387.0,493.4,6904.0,2525.2,24.2,5.4,20.0,2.0,19.6,11.0,9.4,605.0,64.4,221.8,254.2,134.6,10.4,18.0,381.0,2.6,0.0,0.0,13.0,13.6,0.4,0.0,0.2,0.0
2021-12-15,19,17,3,0,20,2021,8,0.6,1.4,1.6,52.6,35205.4,12.0,4.0,16.88,0.6,0.0,0.0,4.8,0.2,0.0,0.0,377.8,483.6,6767.6,2590.0,24.4,6.2,21.0,2.0,17.0,10.6,11.6,594.4,66.4,226.0,240.6,133.6,9.6,17.8,371.2,2.2,0.0,0.0,13.2,13.6,0.4,0.0,0.2,0.0
2021-12-26,15,19,7,1,23,2021,8,0.6,1.2,1.4,52.4,36172.0,10.2,3.6,15.780000000000001,0.4,0.0,0.0,3.8,0.2,0.0,0.0,366.4,477.0,6751.6,2586.2,26.6,5.8,18.2,1.6,19.8,12.2,12.2,592.0,72.4,240.0,227.6,129.4,10.6,19.4,361.4,2.0,0.0,0.0,13.4,14.8,0.6,0.0,0.2,0.0
2021-12-28,15,20,2,0,18,2021,8,0.6,1.0,1.6,47.6,39239.2,9.4,3.0,16.54,0.4,0.0,0.0,4.4,0.2,0.0,0.0,330.4,436.2,5966.8,2305.8,23.6,4.8,16.4,1.2,19.4,11.2,12.0,552.4,78.2,234.0,216.2,107.0,10.2,19.0,325.6,2.0,0.2,0.2,12.8,15.8,0.4,0.0,0.2,0.0
2022-01-01,17,21,6,0,26,2021,8,1.0,1.6,1.4,50.0,37014.2,11.2,3.8,15.580000000000002,0.2,0.2,0.2,4.2,0.0,0.0,0.0,354.2,459.6,6433.0,2348.8,25.2,5.6,19.2,2.2,20.4,12.6,11.8,571.6,78.6,238.8,227.0,110.2,8.4,16.6,349.0,1.6,0.2,0.2,11.6,15.4,0.6,0.2,0.0,0.0
2022-01-14,20,22,5,1,4,2021,8,1.0,2.0,1.8,54.6,27250.0,14.0,4.6,14.9,0.6,0.2,0.2,4.6,0.2,0.0,0.0,408.0,512.4,7463.2,2620.0,27.4,6.2,23.8,3.0,18.8,12.0,10.8,627.2,80.2,248.2,249.4,134.4,8.2,18.6,402.6,1.2,0.2,0.2,11.0,15.2,0.6,0.2,0.2,0.0
2022-01-23,14,23,7,0,14,2021,8,0.8,1.6,1.8,49.8,28571.8,11.2,3.6,15.98,0.4,0.2,0.2,4.2,0.2,0.2,0.0,372.4,478.6,6740.2,2375.4,25.8,4.6,19.0,2.6,19.2,11.8,10.2,593.4,81.4,238.6,235.8,124.8,8.0,18.8,368.4,1.6,0.2,0.2,9.4,14.6,0.8,0.2,0.4,0.2
2022-02-09,19,24,3,1,18,2021,8,0.6,1.4,2.0,46.6,29000.0,11.0,3.4,16.24,0.4,0.2,0.2,4.8,0.4,0.2,0.0,370.2,473.2,6617.6,2342.6,22.2,4.2,18.4,2.4,17.8,11.4,9.8,582.8,80.8,240.6,234.0,114.4,7.0,15.6,365.4,2.0,0.2,0.2,8.6,12.6,1.6,0.2,0.6,0.2
2022-02-12,15,25,6,1,3,2021,8,0.8,1.6,1.6,52.6,26222.6,12.6,4.4,17.16,0.6,0.2,0.4,3.8,0.4,0.2,0.0,418.2,529.6,7393.8,2536.2,22.6,5.0,21.4,2.8,17.2,11.2,11.0,640.0,77.0,245.0,271.8,130.2,8.0,15.4,413.6,1.8,0.0,0.0,10.0,11.8,2.0,0.4,0.6,0.2
2022-02-19,15,26,6,0,7,2021,8,0.6,1.0,1.6,54.0,24727.6,10.2,4.0,18.82,0.6,0.0,0.2,3.8,0.4,0.2,0.0,435.4,553.6,7638.8,2595.2,22.4,5.2,17.2,1.8,15.4,10.2,10.2,660.8,72.2,229.2,290.8,148.4,9.2,18.6,429.8,1.6,0.0,0.0,10.2,11.2,1.8,0.2,0.6,0.2
2022-02-23,19,18,3,1,24,2021,8,0.6,0.6,1.2,50.0,24879.2,7.2,2.8,18.580000000000002,0.2,0.0,0.2,3.4,0.2,0.2,0.0,392.4,509.8,6817.4,2358.4,20.0,4.2,12.0,1.0,16.8,10.6,10.8,614.6,69.2,222.6,267.2,132.2,9.8,18.2,386.6,1.8,0.0,0.0,9.8,12.0,2.0,0.2,0.4,0.2
2022-02-26,15,27,6,0,5,2021,8,0.8,1.2,1.2,53.4,22746.6,8.0,3.6,17.160000000000004,0.2,0.0,0.2,2.8,0.2,0.0,0.0,436.8,553.0,7676.8,2462.2,19.0,5.0,13.6,2.4,18.0,11.2,11.0,657.0,67.0,225.8,302.8,136.0,9.4,16.6,430.8,1.6,0.0,0.0,10.2,12.4,1.8,0.2,0.2,0.0
2022-03-05,15,28,6,1,27,2021,8,1.0,1.2,0.8,56.6,22586.8,8.6,3.4,18.46,0.6,0.0,0.2,1.6,0.0,0.0,0.0,452.2,574.6,7884.0,2450.6,21.6,5.6,15.2,2.4,18.0,11.8,10.6,677.8,60.4,220.6,315.2,150.2,10.2,17.8,446.2,0.8,0.0,0.0,8.8,13.6,0.8,0.2,0.0,0.2
2022-03-14,20,29,1,0,15,2021,8,1.2,1.4,0.6,50.0,23535.4,8.4,3.8,17.020000000000003,0.4,0.2,0.2,2.4,0.0,0.0,0.0,382.4,501.6,6805.2,2246.4,21.0,5.8,15.2,2.6,17.8,11.6,10.2,611.4,65.4,217.4,267.2,134.8,10.6,18.0,376.2,1.0,0.0,0.0,7.2,13.8,2.0,0.2,0.0,0.2
2022-04-04,20,30,1,0,0,2021,8,1.2,1.4,0.6,43.8,25205.6,8.6,3.4,15.639999999999997,0.4,0.2,0.2,2.8,0.0,0.0,0.0,335.6,447.6,5935.2,2044.6,18.2,4.4,15.0,2.6,17.6,11.2,11.6,559.6,76.2,232.8,229.4,105.2,10.4,15.4,330.4,1.6,0.0,0.0,6.4,14.0,2.4,0.2,0.0,0.2
2022-04-10,14,31,7,1,13,2021,8,1.6,2.0,0.4,41.8,25213.6,8.2,4.2,16.919999999999998,0.6,0.4,0.4,2.8,0.0,0.0,0.0,316.4,428.6,5651.4,1961.0,17.8,3.6,14.8,3.6,16.8,10.0,11.6,540.2,72.0,226.0,225.6,96.6,10.6,14.8,312.2,1.4,0.0,0.0,7.8,13.0,2.6,0.4,0.0,0.2
2022-04-20,19,32,3,1,17,2021,8,1.2,1.4,0.6,40.8,27590.4,8.8,3.6,16.7,0.6,0.4,0.6,3.2,0.0,0.0,0.0,306.0,415.8,5465.4,1933.4,18.0,3.6,16.0,2.2,15.6,8.8,11.6,525.8,77.2,235.0,209.2,89.2,11.6,16.2,301.6,1.4,0.0,0.0,8.4,12.8,2.4,0.6,0.0,0.2
2022-04-25,20,33,1,0,12,2021,8,1.0,1.2,0.6,41.6,33137.4,8.6,3.2,16.04,0.2,0.4,0.6,3.8,0.0,0.0,0.0,323.6,427.2,5668.4,2008.2,16.6,3.6,15.4,1.8,17.0,8.6,13.0,539.2,79.0,226.6,231.6,87.6,10.6,16.6,319.6,1.6,0.0,0.0,9.8,12.0,3.0,0.6,0.0,0.0
2022-04-30,15,34,6,1,20,2021,8,0.8,0.8,0.6,44.8,31929.8,9.8,3.2,15.739999999999998,0.2,0.2,0.4,3.2,0.0,0.0,0.0,348.2,455.6,6249.6,2232.2,20.4,3.4,18.0,1.2,16.8,8.4,14.2,566.0,75.0,227.0,247.0,99.0,12.8,20.8,344.0,1.4,0.0,0.0,10.6,12.2,1.6,0.4,0.0,0.0
2022-05-07,15,35,6,0,24,2021,8,1.0,1.2,0.8,51.8,33139.8,11.2,4.0,15.580000000000002,0.2,0.2,0.4,3.0,0.0,0.0,0.0,403.8,513.2,7253.0,2551.2,22.2,4.4,20.8,2.0,15.2,7.6,13.0,625.2,70.6,236.8,277.8,116.8,12.6,21.0,399.2,1.4,0.0,0.0,11.6,12.6,2.0,0.4,0.0,0.0
2022-05-15,14,37,7,1,1,2021,8,1.0,0.8,0.8,58.8,33034.4,13.0,4.4,14.540000000000001,0.2,0.2,0.4,2.6,0.0,0.0,0.0,456.8,567.0,8333.4,2809.0,23.8,6.0,23.6,1.2,13.8,6.8,12.8,672.6,69.6,240.4,301.8,136.6,13.2,22.0,451.6,1.8,0.0,0.0,11.6,13.2,2.0,0.2,0.0,0.0
2022-05-19,19,36,4,1,9,2021,8,1.2,0.8,0.6,59.2,34882.4,14.2,4.8,15.260000000000002,0.2,0.2,0.2,2.8,0.0,0.0,0.0,457.6,568.8,8283.0,2942.4,24.4,6.2,25.4,1.2,12.8,6.0,12.6,673.4,64.0,230.6,299.4,149.4,12.8,22.2,452.8,2.2,0.0,0.0,12.2,12.8,2.0,0.0,0.0,0.0
2022-05-22,16,38,7,0,16,2021,8,1.2,1.2,1.0,58.0,32184.4,13.6,5.4,15.020000000000001,0.2,0.2,0.2,3.2,0.0,0.0,0.0,429.6,543.4,8046.2,2956.0,25.2,6.2,24.0,1.8,12.8,6.6,11.8,648.2,65.8,234.4,275.0,146.8,12.8,21.6,424.6,2.6,0.0,0.0,12.2,12.2,2.0,0.0,0.0,0.0
2017-09-23,15,6,6,0,2,2017,9,0.6,0.4,2.0,48.2,48682.4,8.4,2.0,17.56,0.0,0.0,0.0,5.4,0.2,0.0,0.0,373.2,487.0,6911.4,2478.2,22.6,3.6,15.6,1.0,18.4,12.6,8.4,593.2,73.8,221.0,270.8,105.6,4.2,8.2,367.4,2.2,0.2,0.2,11.4,11.0,2.4,0.0,0.2,0.0
2017-10-01,14,7,7,0,5,2017,9,0.6,0.6,2.2,46.4,48500.0,9.0,1.6,16.880000000000003,0.0,0.0,0.0,6.0,0.2,0.0,0.0,361.2,474.0,6670.2,2462.4,22.8,3.2,17.2,1.2,18.8,12.8,8.8,578.8,70.4,209.6,260.0,112.6,4.6,8.8,355.8,2.6,0.2,0.2,11.2,11.2,2.6,0.0,0.2,0.0
2017-10-15,13,8,7,1,4,2017,9,0.4,0.4,2.2,51.8,46368.0,12.6,2.0,16.740000000000002,0.0,0.0,0.0,5.2,0.2,0.0,0.0,400.6,515.6,7382.2,2662.4,19.6,4.8,24.0,0.8,16.6,11.4,9.0,622.6,64.0,203.4,282.8,141.6,5.4,9.8,394.6,2.2,0.0,0.0,12.2,11.0,2.2,0.0,0.2,0.0
2017-10-22,13,9,7,0,0,2017,9,0.6,0.6,2.0,53.8,44204.6,13.6,3.0,16.78,0.2,0.2,0.2,4.4,0.2,0.0,0.0,400.6,518.0,7373.0,2788.6,20.0,4.4,25.6,1.0,17.2,12.0,9.4,629.6,63.0,201.6,280.2,154.0,6.4,11.4,395.2,2.0,0.0,0.0,12.8,11.2,2.4,0.2,0.2,0.0
2017-10-29,16,10,7,1,13,2017,9,0.6,1.0,2.4,50.2,44275.4,13.0,3.4,17.36,0.4,0.2,0.2,6.0,0.2,0.0,0.0,364.4,478.6,6710.2,2672.0,19.4,3.0,23.8,1.2,15.4,11.4,11.8,593.6,62.4,192.0,257.6,149.0,6.4,11.6,359.0,2.0,0.2,0.2,12.8,11.2,2.0,0.2,0.2,0.0
2017-11-05,16,11,7,0,24,2017,9,0.6,1.0,2.0,51.8,35645.2,14.6,3.2,18.7,0.4,0.2,0.2,5.2,0.0,0.0,0.0,358.2,476.0,6601.2,2614.2,21.6,4.8,26.4,1.2,14.8,10.4,11.2,592.2,53.4,169.6,256.2,172.8,6.8,12.2,352.2,2.2,0.2,0.2,12.0,9.4,1.6,0.2,0.0,0.0
2017-11-18,15,12,6,1,8,2017,9,0.6,1.2,2.2,49.2,35740.4,13.8,3.6,19.18,0.4,0.4,0.4,5.0,0.0,0.0,0.2,328.2,446.4,6148.0,2562.6,20.8,4.4,25.4,1.6,15.0,11.2,12.0,566.4,54.4,170.6,238.8,163.4,7.2,12.6,323.2,1.6,0.2,0.2,12.4,9.6,2.0,0.4,0.2,0.0
2017-11-26,13,13,7,1,20,2017,9,0.8,1.6,2.4,42.8,33156.0,10.2,3.6,18.779999999999998,0.4,0.6,0.6,6.0,0.0,0.0,0.2,278.8,391.4,5254.8,2321.8,21.4,3.4,18.6,2.4,20.2,15.4,12.6,518.2,58.4,172.8,216.2,134.8,7.6,12.8,274.8,1.8,0.2,0.2,14.8,10.2,2.0,0.6,0.2,0.0
2017-11-29,20,14,3,0,26,2017,9,0.6,1.6,3.0,38.8,33135.2,8.8,3.0,20.04,0.2,0.4,0.4,6.4,0.0,0.0,0.2,253.2,364.6,4786.8,2111.6,20.8,3.6,15.8,2.4,18.6,13.6,13.0,490.4,58.0,165.4,205.8,123.8,6.0,11.0,248.6,1.6,0.2,0.2,15.4,9.0,1.8,0.4,0.2,0.0
2017-12-02,15,15,6,0,11,2017,9,1.0,2.0,2.0,41.0,32945.8,8.4,3.2,20.96,0.0,0.4,0.6,4.2,0.0,0.2,0.2,278.2,390.2,5190.2,2144.6,21.8,4.0,15.4,3.0,20.8,15.0,10.0,517.6,59.2,176.4,223.2,123.0,7.0,12.0,274.4,1.4,0.0,0.0,15.8,7.8,1.8,0.6,0.4,0.0
2017-12-10,14,16,7,1,14,2017,9,1.4,2.4,1.6,38.6,34401.0,6.6,3.6,20.04,0.0,0.4,0.6,4.2,0.0,0.2,0.2,255.0,366.6,4724.6,2068.4,22.4,2.4,11.8,3.8,19.6,14.6,10.4,498.2,66.4,190.2,200.4,111.4,6.6,12.6,251.8,1.4,0.0,0.0,16.2,8.4,1.8,0.6,0.4,0.0
2017-12-13,19,17,3,1,17,2017,9,1.2,2.0,1.4,35.2,37295.6,5.4,3.0,22.520000000000003,0.0,0.4,0.6,4.2,0.0,0.2,0.0,233.6,343.2,4343.0,1941.0,20.4,2.2,10.2,3.2,19.8,13.6,11.4,477.0,74.8,193.2,190.6,96.4,5.8,11.4,230.6,2.0,0.0,0.0,15.6,7.4,0.8,0.6,0.2,0.0
2017-12-18,20,18,1,0,22,2017,9,1.4,1.8,1.0,38.0,42398.8,5.4,3.0,21.919999999999998,0.0,0.2,0.4,3.6,0.0,0.2,0.0,265.8,380.4,4840.6,2048.0,21.4,1.6,9.8,2.6,18.0,12.0,12.0,514.2,77.2,197.2,223.0,97.4,4.8,10.8,261.8,1.8,0.0,0.0,12.6,7.4,1.2,0.4,0.2,0.0
2017-12-23,12,19,6,0,7,2017,9,1.8,2.2,0.4,41.6,43822.6,6.4,3.6,20.92,0.0,0.4,0.8,3.2,0.0,0.2,0.0,290.4,406.0,5263.2,2222.6,22.6,2.4,11.6,3.2,19.0,13.4,10.4,534.4,71.0,196.4,236.6,105.0,5.8,11.8,286.8,2.2,0.0,0.0,12.4,8.4,1.4,0.8,0.2,0.0
2017-12-26,15,20,2,1,25,2017,9,1.6,1.4,0.4,39.2,44012.4,6.0,2.8,19.880000000000003,0.0,0.4,0.6,3.6,0.0,0.0,0.0,271.2,387.2,5019.6,2248.4,20.8,2.4,11.2,2.4,18.8,13.4,12.2,522.4,76.4,196.6,226.8,102.6,4.6,11.6,267.6,2.4,0.0,0.0,10.8,7.8,1.4,0.6,0.0,0.0
2017-12-30,15,21,6,1,2,2017,9,1.4,1.0,0.4,39.4,41251.8,6.2,2.6,19.56,0.0,0.4,0.6,3.6,0.0,0.0,0.0,268.2,386.0,5074.2,2253.2,20.4,2.4,11.8,1.6,19.4,13.4,12.6,516.6,79.0,192.8,228.6,98.6,4.4,9.6,264.6,2.0,0.0,0.0,11.0,8.8,1.4,0.6,0.0,0.0
2018-01-01,17,22,1,0,16,2017,9,1.2,1.0,0.6,45.8,32734.8,7.0,2.6,16.9,0.0,0.2,0.4,4.4,0.0,0.0,0.0,321.6,446.8,6033.8,2466.6,22.4,3.0,12.0,1.6,18.0,13.0,13.0,572.0,72.8,200.2,264.2,111.2,4.8,9.6,317.4,1.4,0.0,0.0,11.4,8.8,2.4,0.4,0.0,0.0
